skype_image_date,skype_image_cpu_utilization,skype_image_total_power,skype_image_cpu_power,skype_image_gpu_power
2023-10-23 02:36:29,0.16292,35.81719,4.86719,30.95000
2023-10-23 02:36:30,0.14867,34.04125,4.53125,29.51000
2023-10-23 02:36:31,0.13553,33.91969,3.92969,29.99000
2023-10-23 02:36:32,0.14819,33.91438,4.23438,29.68000
2023-10-23 02:36:33,0.17708,33.63094,3.96094,29.67000
2023-10-23 02:36:34,0.16735,33.87281,3.88281,29.99000
2023-10-23 02:36:35,0.17720,33.58219,4.24219,29.34000
2023-10-23 02:36:36,0.14850,33.95344,4.27344,29.68000
2023-10-23 02:36:37,0.16279,34.02906,4.03906,29.99000
2023-10-23 02:36:38,0.10348,33.52125,4.03125,29.49000
2023-10-23 02:36:39,0.14205,34.24937,4.60938,29.64000
2023-10-23 02:36:48,0.12172,48.90781,5.00781,43.90000
2023-10-23 02:36:49,0.15625,51.00969,5.92969,45.08000
2023-10-23 02:36:50,0.05385,46.36937,4.35938,42.01000
2023-10-23 02:36:51,0.04041,46.58969,4.42969,42.16000
2023-10-23 02:36:52,0.05430,46.67781,4.50781,42.17000
2023-10-23 02:36:53,0.06303,46.51563,4.51563,42.00000
2023-10-23 02:36:54,0.03289,46.67688,4.29688,42.38000
2023-10-23 02:36:55,0.18339,51.11813,5.82813,45.29000
2023-10-23 02:36:56,0.14888,49.04469,5.05469,43.99000
2023-10-23 02:36:57,0.14004,50.23938,5.10938,45.13000
2023-10-23 02:36:58,0.16593,49.41219,4.99219,44.42000
2023-10-23 02:36:59,0.18492,50.05812,5.07813,44.98000
2023-10-23 02:37:00,0.15873,49.32594,5.08594,44.24000
2023-10-23 02:37:01,0.13899,49.89500,5.37500,44.52000
2023-10-23 02:37:02,0.11162,47.41781,5.25781,42.16000
2023-10-23 02:37:03,0.11044,47.25406,5.16406,42.09000
2023-10-23 02:37:04,0.05833,46.76313,4.45313,42.31000
2023-10-23 02:37:05,0.08492,47.01937,4.85938,42.16000
2023-10-23 02:37:06,0.05614,46.36281,4.38281,41.98000
2023-10-23 02:37:07,0.01633,46.12000,4.25000,41.87000
2023-10-23 02:37:08,0.02621,46.29125,4.28125,42.01000
2023-10-23 02:37:09,0.01394,46.54875,4.21875,42.33000
2023-10-23 02:37:10,0.01641,46.25219,4.24219,42.01000
2023-10-23 02:37:11,0.04823,39.18094,3.96094,35.22000
2023-10-23 02:37:13,0.05812,39.02312,3.95313,35.07000
2023-10-23 02:37:21,0.13031,40.95500,5.12500,35.83000
2023-10-23 02:37:22,0.04310,39.74844,3.89844,35.85000
2023-10-23 02:37:23,0.04294,38.99750,3.93750,35.06000
2023-10-23 02:37:24,0.04940,39.22656,3.97656,35.25000
2023-10-23 02:37:25,0.04072,32.39250,3.81250,28.58000
2023-10-23 02:37:26,0.07102,32.53938,3.85938,28.68000
2023-10-23 02:37:27,0.08436,32.77563,3.76563,29.01000
2023-10-23 02:37:28,0.13828,34.61125,4.28125,30.33000
2023-10-23 02:37:29,0.15700,34.31937,3.85938,30.46000
2023-10-23 02:37:30,0.16098,33.79313,3.95313,29.84000
2023-10-23 02:37:31,0.15566,34.56031,4.07031,30.49000
2023-10-23 02:37:32,0.14700,33.76188,3.92188,29.84000
2023-10-23 02:37:33,0.15521,34.61250,3.81250,30.80000
2023-10-23 02:37:34,0.15241,33.62719,3.86719,29.76000
2023-10-23 02:37:35,0.13740,34.34937,4.35938,29.99000
2023-10-23 02:37:36,0.17724,33.99250,4.31250,29.68000
2023-10-23 02:37:37,0.12271,33.65813,3.82813,29.83000
2023-10-23 02:37:38,0.13910,33.89875,4.21875,29.68000
2023-10-23 02:37:40,0.11775,33.62906,3.78906,29.84000
2023-10-23 02:37:41,0.16972,33.66031,3.82031,29.84000
2023-10-23 02:37:42,0.13477,33.36656,3.72656,29.64000
2023-10-23 02:37:43,0.12406,33.67594,3.83594,29.84000
2023-10-23 02:37:44,0.11287,33.51594,3.83594,29.68000
2023-10-23 02:37:45,0.13168,33.21375,3.84375,29.37000
2023-10-23 02:37:46,0.13993,34.38000,4.25000,30.13000
2023-10-23 02:37:54,0.03314,47.04469,4.30469,42.74000
2023-10-23 02:37:55,0.04661,46.27750,4.43750,41.84000
2023-10-23 02:37:56,0.02925,46.41625,4.40625,42.01000
2023-10-23 02:37:57,0.02247,46.33000,4.25000,42.08000
2023-10-23 02:37:58,0.10020,47.47469,5.30469,42.17000
2023-10-23 02:37:59,0.05669,48.53469,4.55469,43.98000
2023-10-23 02:38:00,0.12934,48.53844,5.14844,43.39000
2023-10-23 02:38:01,0.15098,50.25188,5.42188,44.83000
2023-10-23 02:38:02,0.13019,49.53250,5.06250,44.47000
2023-10-23 02:38:04,0.14063,48.42781,5.00781,43.42000
2023-10-23 02:38:05,0.14722,47.29125,5.28125,42.01000
2023-10-23 02:38:06,0.04887,46.32031,4.32031,42.00000
2023-10-23 02:38:07,0.00911,46.28000,4.25000,42.03000
2023-10-23 02:38:08,0.05569,46.49469,4.55469,41.94000
2023-10-23 02:38:09,0.04608,46.58875,4.46875,42.12000
2023-10-23 02:38:10,0.09925,47.29281,5.13281,42.16000
2023-10-23 02:38:11,0.03992,48.52063,4.39063,44.13000
2023-10-23 02:38:12,0.05545,46.83031,4.82031,42.01000
2023-10-23 02:38:13,0.02470,46.45687,4.29688,42.16000
2023-10-23 02:38:14,0.01786,46.72781,4.25781,42.47000
2023-10-23 02:38:15,0.01383,38.88813,3.82813,35.06000
2023-10-23 02:38:16,0.01054,38.93094,3.71094,35.22000
2023-10-23 02:38:17,0.01415,32.02937,3.60938,28.42000
2023-10-23 02:38:18,0.13554,32.93468,4.55469,28.38000
2023-10-23 02:38:19,0.03750,31.89875,3.46875,28.43000
