skype_zip_date,skype_zip_cpu_utilization,skype_zip_total_power,skype_zip_cpu_power,skype_gpu_zip_power
2023-10-23 02:49:36,0.01667,31.65781,3.25781,28.40000
2023-10-23 02:49:37,0.09125,32.39313,3.95313,28.44000
2023-10-23 02:49:38,0.05939,18.93094,2.71094,16.22000
2023-10-23 02:49:46,0.10000,41.61125,4.53125,37.08000
2023-10-23 02:49:47,0.04299,39.05781,4.00781,35.05000
2023-10-23 02:49:48,0.01698,38.66563,3.76563,34.90000
2023-10-23 02:49:49,0.03161,32.19188,3.92188,28.27000
2023-10-23 02:49:50,0.09696,32.52375,4.09375,28.43000
2023-10-23 02:49:51,0.07576,32.80938,3.60938,29.20000
2023-10-23 02:49:52,0.14941,33.92625,4.15625,29.77000
2023-10-23 02:49:53,0.15980,34.19312,4.20313,29.99000
2023-10-23 02:49:54,0.17170,33.90625,3.90625,30.00000
2023-10-23 02:49:55,0.18113,34.43125,3.78125,30.65000
2023-10-23 02:49:57,0.17222,32.94563,4.51563,28.43000
2023-10-23 02:49:58,0.06203,31.88656,3.47656,28.41000
2023-10-23 02:49:59,0.02186,31.70125,3.28125,28.42000
2023-10-23 02:50:00,0.00655,31.80656,3.22656,28.58000
2023-10-23 02:50:01,0.07543,33.96469,3.55469,30.41000
2023-10-23 02:50:02,0.03656,32.03719,3.61719,28.42000
2023-10-23 02:50:03,0.08430,32.47688,4.04688,28.43000
2023-10-23 02:50:04,0.04023,31.85813,3.32813,28.53000
2023-10-23 02:50:05,0.03067,31.88531,3.44531,28.44000
2023-10-23 02:50:06,0.08807,33.33031,3.82031,29.51000
2023-10-23 02:50:07,0.16012,33.19906,4.03906,29.16000
2023-10-23 02:50:08,0.14035,33.89875,4.21875,29.68000
2023-10-23 02:50:09,0.17985,33.21125,4.03125,29.18000
2023-10-23 02:50:10,0.14943,33.71344,4.27344,29.44000
2023-10-23 02:50:11,0.19590,33.46906,5.03906,28.43000
2023-10-23 02:50:19,0.06579,47.06813,4.57813,42.49000
2023-10-23 02:50:20,0.06105,46.53000,4.50000,42.03000
2023-10-23 02:50:21,0.02102,46.13250,4.31250,41.82000
2023-10-23 02:50:22,0.02489,46.28531,4.44531,41.84000
2023-10-23 02:50:23,0.01551,46.11344,4.27344,41.84000
2023-10-23 02:50:24,0.09739,47.01031,5.07031,41.94000
2023-10-23 02:50:25,0.13113,49.43281,5.63281,43.80000
2023-10-23 02:50:26,0.15019,49.72875,5.71875,44.01000
2023-10-23 02:50:27,0.13858,47.46031,5.32031,42.14000
2023-10-23 02:50:28,0.10603,46.73063,4.89063,41.84000
2023-10-23 02:50:29,0.05350,46.20063,4.39063,41.81000
2023-10-23 02:50:30,0.06455,46.36281,4.38281,41.98000
2023-10-23 02:50:31,0.01034,46.09000,4.25000,41.84000
2023-10-23 02:50:32,0.02052,46.22281,4.38281,41.84000
2023-10-23 02:50:33,0.02481,46.31906,4.28906,42.03000
2023-10-23 02:50:34,0.08755,46.82656,4.97656,41.85000
2023-10-23 02:50:35,0.05075,48.02594,4.58594,43.44000
2023-10-23 02:50:37,0.10516,46.85125,5.03125,41.82000
2023-10-23 02:50:38,0.03096,46.21500,4.37500,41.84000
2023-10-23 02:50:39,0.00897,39.01875,3.96875,35.05000
2023-10-23 02:50:41,0.08292,39.56844,4.39844,35.17000
2023-10-23 02:50:42,0.01395,31.68563,3.26563,28.42000
2023-10-23 02:50:43,0.00846,31.64656,3.22656,28.42000
2023-10-23 02:50:44,0.04571,19.15781,3.25781,15.90000
