zoom_zip_date,zoom_zip_cpu_utilization,zoom_zip_total_power,zoom_zip_cpu_power,zoom_zip_gpu_power
2023-10-23 03:41:39,0.01839,45.96563,4.26563,41.70000
2023-10-23 03:41:40,0.00839,45.75094,4.21094,41.54000
2023-10-23 03:41:41,0.01263,45.76656,4.22656,41.54000
2023-10-23 03:41:42,0.00923,45.73094,4.21094,41.52000
2023-10-23 03:41:43,0.00585,45.69188,4.17188,41.52000
2023-10-23 03:41:44,0.00671,45.69188,4.17188,41.52000
2023-10-23 03:41:45,0.02920,45.60000,4.25000,41.35000
2023-10-23 03:41:46,0.00660,45.72875,4.21875,41.51000
2023-10-23 03:41:47,0.07605,47.85469,4.55469,43.30000
2023-10-23 03:41:48,0.07398,46.91594,4.58594,42.33000
2023-10-23 03:41:49,0.04209,45.89500,4.37500,41.52000
2023-10-23 03:41:50,0.00755,45.74437,4.23438,41.51000
2023-10-23 03:41:51,0.00926,45.75438,4.23438,41.52000
2023-10-23 03:41:52,0.00753,45.72313,4.20313,41.52000
2023-10-23 03:41:53,0.00517,45.73094,4.21094,41.52000
2023-10-23 03:41:54,0.00389,45.90313,4.20313,41.70000
