rocket_image_date,rocket_image_cpu_utilization,rocket_image_total_power,rocket_image_cpu_power,rocket_image_gpu_power
2023-10-24 22:13:21,0.01420,31.60797,3.16797,28.44000
2023-10-24 22:13:22,0.02423,31.31149,3.02148,28.29000
2023-10-24 22:13:32,0.16428,49.63602,6.16602,43.47000
2023-10-24 22:13:33,0.20960,49.80086,6.38086,43.42000
2023-10-24 22:13:34,0.04114,46.25219,4.24219,42.01000
2023-10-24 22:13:35,0.02019,47.79398,4.08398,43.71000
2023-10-24 22:13:36,0.06045,48.02398,4.33398,43.69000
2023-10-24 22:13:37,0.01928,46.24812,4.07813,42.17000
2023-10-24 22:13:38,0.02034,47.34453,4.14453,43.20000
2023-10-24 22:13:39,0.05695,46.82211,4.66211,42.16000
2023-10-24 22:13:40,0.00838,46.58594,4.08594,42.50000
2023-10-24 22:13:41,0.05976,46.24680,4.21680,42.03000
2023-10-24 22:13:42,0.03353,46.31430,4.15430,42.16000
2023-10-24 22:13:43,0.06018,46.17969,4.17969,42.00000
2023-10-24 22:13:44,0.00870,46.09984,4.08984,42.01000
2023-10-24 22:13:45,0.00594,46.03539,4.02539,42.01000
2023-10-24 22:13:46,0.00515,45.98265,3.97266,42.01000
2023-10-24 22:13:47,0.08326,47.05523,4.86523,42.19000
2023-10-24 22:13:48,0.01179,46.05687,4.04688,42.01000
2023-10-24 22:13:49,0.09167,47.44148,4.52148,42.92000
2023-10-24 22:13:50,0.01887,46.25961,4.09961,42.16000
2023-10-24 22:13:51,0.03535,47.46805,4.24805,43.22000
2023-10-24 22:13:52,0.03604,46.30476,4.13477,42.17000
2023-10-24 22:13:53,0.00506,46.47367,4.01367,42.46000
2023-10-24 22:13:54,0.05091,46.24047,4.23047,42.01000
2023-10-24 22:13:55,0.01027,45.91031,4.07031,41.84000
2023-10-24 22:13:56,0.00420,46.02539,4.02539,42.00000
2023-10-24 22:13:57,0.00084,46.13070,3.97070,42.16000
2023-10-24 22:13:58,0.00084,46.13484,3.96484,42.17000
2023-10-24 22:13:59,0.00838,46.06516,4.03516,42.03000
2023-10-24 22:14:00,0.07763,46.50774,4.17773,42.33000
2023-10-24 22:14:01,0.08220,46.30523,4.11523,42.19000
2023-10-24 22:14:09,0.17442,49.52750,6.18750,43.34000
2023-10-24 22:14:10,0.20960,43.25711,6.28711,36.97000
2023-10-24 22:14:11,0.03943,39.65273,3.80273,35.85000
2023-10-24 22:14:12,0.02179,40.23695,3.62695,36.61000
2023-10-24 22:14:13,0.06129,40.26906,3.78906,36.48000
2023-10-24 22:14:14,0.01261,38.63617,3.57617,35.06000
2023-10-24 22:14:15,0.01836,39.56742,3.60742,35.96000
2023-10-24 22:14:16,0.06099,32.25539,3.52539,28.73000
2023-10-24 22:14:17,0.01508,32.17320,3.03320,29.14000
2023-10-24 22:14:18,0.06487,20.87601,2.91602,17.96000
2023-10-24 22:14:19,0.02353,20.82445,2.06445,18.76000
2023-10-24 22:14:20,0.05724,18.16383,2.42383,15.74000
2023-10-24 22:14:22,0.00759,15.50187,1.92188,13.58000
2023-10-24 22:14:23,0.00524,15.49602,1.91602,13.58000
2023-10-24 22:14:24,0.00419,14.94414,1.99414,12.95000
2023-10-24 22:14:25,0.08776,41.78836,3.56836,38.22000
2023-10-24 22:14:26,0.00530,41.95828,3.73828,38.22000
2023-10-24 22:14:27,0.09358,42.65195,4.25195,38.40000
2023-10-24 22:14:28,0.01350,42.13977,3.75977,38.38000
2023-10-24 22:14:29,0.01930,43.33039,3.90039,39.43000
2023-10-24 22:14:30,0.05378,42.35313,3.95313,38.40000
2023-10-24 22:14:31,0.01084,42.26289,3.71289,38.55000
2023-10-24 22:14:32,0.05626,42.33899,3.95898,38.38000
2023-10-24 22:14:33,0.01167,42.11023,3.74023,38.37000
2023-10-24 22:14:34,0.00251,42.07336,3.69336,38.38000
2023-10-24 22:14:35,0.00334,42.21969,3.67969,38.54000
2023-10-24 22:14:36,0.00418,42.10703,3.70703,38.40000
2023-10-24 22:14:37,0.00739,41.95289,3.71289,38.24000
2023-10-24 22:14:38,0.06490,42.58703,3.95703,38.63000
2023-10-24 22:14:39,0.05864,42.49602,3.91602,38.58000
2023-10-24 22:14:47,0.16113,49.23719,6.11719,43.12000
2023-10-24 22:14:48,0.21513,50.33039,6.40039,43.93000
2023-10-24 22:14:49,0.04953,46.22266,4.22266,42.00000
2023-10-24 22:14:50,0.01426,47.93906,4.03906,43.90000
2023-10-24 22:14:51,0.06740,47.35172,4.26172,43.09000
2023-10-24 22:14:52,0.00923,46.22664,4.05664,42.17000
2023-10-24 22:14:53,0.01846,47.04844,4.14844,42.90000
2023-10-24 22:14:54,0.05683,46.64461,4.47461,42.17000
2023-10-24 22:14:55,0.02275,47.20649,4.14648,43.06000
2023-10-24 22:14:56,0.06537,46.13695,4.12695,42.01000
2023-10-24 22:14:57,0.03196,46.27133,4.11133,42.16000
2023-10-24 22:14:58,0.04936,46.13109,4.12109,42.01000
2023-10-24 22:14:59,0.01506,46.26180,4.09180,42.17000
2023-10-24 22:15:00,0.00434,46.01976,4.00977,42.01000
2023-10-24 22:15:01,0.00263,45.99828,3.98828,42.01000
2023-10-24 22:15:02,0.08483,47.04109,4.87109,42.17000
2023-10-24 22:15:03,0.00591,46.01172,4.01172,42.00000
2023-10-24 22:15:04,0.08198,46.49094,4.46094,42.03000
2023-10-24 22:15:05,0.02691,46.16211,4.16211,42.00000
2023-10-24 22:15:06,0.00587,46.13289,3.96289,42.17000
2023-10-24 22:15:07,0.10073,46.76547,4.60547,42.16000
2023-10-24 22:15:08,0.00750,45.93883,4.04883,41.89000
2023-10-24 22:15:10,0.05162,39.00977,3.75977,35.25000
2023-10-24 22:15:11,0.00258,38.69680,3.46680,35.23000
2023-10-24 22:15:12,0.00684,31.76594,3.33594,28.43000
2023-10-24 22:15:13,0.00446,31.37922,2.94922,28.43000
2023-10-24 22:15:14,0.00273,31.40070,2.97070,28.43000
2023-10-24 22:15:15,0.01795,18.88961,2.34961,16.54000
2023-10-24 22:15:16,0.07394,18.97539,2.27539,16.70000
