zoom_image_date,zoom_image_cpu_ utilization,zoom_image_total_power,zoom_image_cpu_power,zoom_image_gpu_power
2023-10-23 03:29:34,0.01610,46.36937,4.35938,42.01000
2023-10-23 03:29:35,0.03188,46.00469,4.30469,41.70000
2023-10-23 03:29:36,0.02181,46.17937,4.35938,41.82000
2023-10-23 03:29:37,0.09512,46.88375,5.59375,41.29000
2023-10-23 03:29:38,0.08528,47.07281,5.63281,41.44000
2023-10-23 03:29:39,0.08612,47.23344,5.52344,41.71000
2023-10-23 03:29:40,0.01936,45.61000,4.25000,41.36000
2023-10-23 03:29:41,0.00842,45.83688,4.29688,41.54000
2023-10-23 03:29:42,0.00839,45.93781,4.25781,41.68000
2023-10-23 03:29:43,0.01087,45.73656,4.22656,41.51000
2023-10-23 03:29:44,0.00336,45.71312,4.20313,41.51000
2023-10-23 03:29:45,0.07191,47.01375,5.34375,41.67000
2023-10-23 03:29:46,0.01174,45.90656,4.22656,41.68000
2023-10-23 03:29:47,0.07931,46.44000,5.00000,41.44000
2023-10-23 03:29:48,0.07797,47.65781,4.75781,42.90000
2023-10-23 03:29:49,0.07155,47.40375,4.59375,42.81000
2023-10-23 03:29:50,0.07886,48.79813,4.57813,44.22000
2023-10-23 03:29:51,0.02433,45.84031,4.32031,41.52000
2023-10-23 03:29:52,0.01174,45.82125,4.28125,41.54000
2023-10-23 03:29:53,0.01007,45.76219,4.24219,41.52000
2023-10-23 03:29:54,0.01087,45.90656,4.22656,41.68000
