zoom_pdf_date,zoom_pdf_cpu_utilization,zoom_pdf_total_power,zoom_pdf_cpu_power,zoom_pdf_gpu_power
2023-10-23 03:54:59,0.03209,46.30938,4.35938,41.95000
2023-10-23 03:55:00,0.05596,46.40281,4.88281,41.52000
2023-10-23 03:55:02,0.00932,45.68312,4.20313,41.48000
2023-10-23 03:55:03,0.01956,45.62563,4.26563,41.36000
2023-10-23 03:55:04,0.00845,45.52969,4.17969,41.35000
2023-10-23 03:55:05,0.00514,45.54750,4.18750,41.36000
2023-10-23 03:55:06,0.01020,45.77781,4.25781,41.52000
2023-10-23 03:55:07,0.01823,45.80000,4.25000,41.55000
2023-10-23 03:55:08,0.01271,45.72313,4.20313,41.52000
2023-10-23 03:55:09,0.02000,45.97688,4.29688,41.68000
2023-10-23 03:55:10,0.00730,45.90656,4.22656,41.68000
2023-10-23 03:55:11,0.08494,47.21594,4.58594,42.63000
2023-10-23 03:55:12,0.09091,47.62188,4.67188,42.95000
2023-10-23 03:55:13,0.06044,46.25531,4.44531,41.81000
2023-10-23 03:55:14,0.00912,46.09781,4.25781,41.84000
2023-10-23 03:55:15,0.01273,45.77000,4.25000,41.52000
2023-10-23 03:55:16,0.01004,45.75438,4.23438,41.52000
2023-10-23 03:55:17,0.02166,45.81562,4.26563,41.55000
2023-10-23 03:55:18,0.00935,38.75344,4.02344,34.73000
