element_pdf_date,element_pdf_cpu_utilization,element_pdf_total_power,element_pdf_cpu_power,element_pdf_gpu_power
2023-10-23 23:22:28,0.17704,67.50594,7.08594,60.42000
2023-10-23 23:22:30,0.03177,62.29453,5.39453,56.90000
2023-10-23 23:22:31,0.01374,64.78796,5.41797,59.37000
2023-10-23 23:22:32,0.05613,62.84141,5.94141,56.90000
2023-10-23 23:22:33,0.00790,64.08664,5.30664,58.78000
2023-10-23 23:22:34,0.05813,62.51945,5.43945,57.08000
2023-10-23 23:22:35,0.04563,62.66234,5.40234,57.26000
2023-10-23 23:22:36,0.05354,62.11523,5.36523,56.75000
2023-10-23 23:22:37,0.01112,62.37055,5.31055,57.06000
2023-10-23 23:22:38,0.00671,62.37492,5.29492,57.08000
2023-10-23 23:22:39,0.00836,62.22102,5.29102,56.93000
2023-10-23 23:22:40,0.05542,62.66985,5.58984,57.08000
2023-10-23 23:22:41,0.00588,62.39711,5.28711,57.11000
2023-10-23 23:22:42,0.14154,67.55351,7.35352,60.20000
2023-10-23 23:22:43,0.09258,62.65508,6.20508,56.45000
2023-10-23 23:22:44,0.01255,61.36852,5.22852,56.14000
2023-10-23 23:22:45,0.01091,61.52828,5.23828,56.29000
2023-10-23 23:22:46,0.01430,61.42758,5.26758,56.16000
2023-10-23 23:22:47,0.01281,61.46273,5.30273,56.16000
2023-10-23 23:22:48,0.00687,61.39242,5.23242,56.16000
2023-10-23 23:22:49,0.01094,61.56734,5.27734,56.29000
2023-10-23 23:22:50,0.02181,41.19750,5.18750,36.01000
2023-10-23 23:22:51,0.01171,39.59781,3.75781,35.84000
2023-10-23 23:23:00,0.09915,48.79649,4.89648,43.90000
2023-10-23 23:23:01,0.12293,43.75508,4.45508,39.30000
2023-10-23 23:23:02,0.03827,42.63547,4.10547,38.53000
2023-10-23 23:23:03,0.00934,39.57844,3.89844,35.68000
2023-10-23 23:23:04,0.02585,39.20469,3.80469,35.40000
2023-10-23 23:23:05,0.01257,39.19188,3.67188,35.52000
2023-10-23 23:23:06,0.02521,33.57844,3.64844,29.93000
2023-10-23 23:23:07,0.04061,32.14836,3.56836,28.58000
2023-10-23 23:23:08,0.02357,32.44539,3.27539,29.17000
2023-10-23 23:23:09,0.06571,31.91203,3.33203,28.58000
2023-10-23 23:23:10,0.03906,31.86711,3.28711,28.58000
2023-10-23 23:23:11,0.05877,20.70742,2.60742,18.10000
2023-10-23 23:23:12,0.01564,18.48367,2.26367,16.22000
2023-10-23 23:23:13,0.00950,15.43406,2.16406,13.27000
2023-10-23 23:23:14,0.01003,16.35086,2.13086,14.22000
2023-10-23 23:23:15,0.05897,16.10523,2.36523,13.74000
2023-10-23 23:23:16,0.00671,14.84859,2.05859,12.79000
2023-10-23 23:23:17,0.13793,65.29656,5.72656,59.57000
2023-10-23 23:23:18,0.05038,61.84016,5.66016,56.18000
2023-10-23 23:23:19,0.06124,62.02281,5.88281,56.14000
2023-10-23 23:23:20,0.00673,61.52828,5.23828,56.29000
2023-10-23 23:23:21,0.02513,61.56734,5.27734,56.29000
2023-10-23 23:23:22,0.00873,62.65586,5.25586,57.40000
2023-10-23 23:23:23,0.01091,61.93859,5.30859,56.63000
2023-10-23 23:23:24,0.01419,61.88977,5.25977,56.63000
2023-10-23 23:23:25,0.02588,62.26719,5.36719,56.90000
2023-10-23 23:23:26,0.00840,62.05516,5.28516,56.77000
2023-10-23 23:23:27,0.08552,62.36641,5.56641,56.80000
2023-10-23 23:23:35,0.20389,68.04094,7.71094,60.33000
2023-10-23 23:23:36,0.14262,63.90555,6.68555,57.22000
2023-10-23 23:23:37,0.00931,62.33149,5.27148,57.06000
2023-10-23 23:23:38,0.00822,62.41594,5.33594,57.08000
2023-10-23 23:23:39,0.02813,62.54992,5.41992,57.13000
2023-10-23 23:23:40,0.01354,62.56422,5.32422,57.24000
2023-10-23 23:23:41,0.02705,64.41624,5.40625,59.01000
2023-10-23 23:23:42,0.04851,62.65852,5.72852,56.93000
2023-10-23 23:23:43,0.00867,64.67516,5.28516,59.39000
2023-10-23 23:23:44,0.07832,62.78266,5.47266,57.31000
2023-10-23 23:23:45,0.02622,62.78133,5.36133,57.42000
2023-10-23 23:23:46,0.06816,62.23680,5.46680,56.77000
2023-10-23 23:23:47,0.00854,62.53297,5.29297,57.24000
2023-10-23 23:23:48,0.00504,62.21906,5.28906,56.93000
2023-10-23 23:23:49,0.01255,62.50758,5.26758,57.24000
2023-10-23 23:23:50,0.06728,61.83055,5.56055,56.27000
2023-10-23 23:23:51,0.00836,61.51266,5.22266,56.29000
2023-10-23 23:23:52,0.15417,65.89235,7.40234,58.49000
2023-10-23 23:23:53,0.09428,67.14133,6.36133,60.78000
2023-10-23 23:23:54,0.02558,61.87680,5.46680,56.41000
2023-10-23 23:23:55,0.01194,61.52977,5.25977,56.27000
2023-10-23 23:23:56,0.01340,61.77734,5.27734,56.50000
2023-10-23 23:23:58,0.01756,61.60203,5.33203,56.27000
2023-10-23 23:23:59,0.01028,61.57000,5.25000,56.32000
2023-10-23 23:24:00,0.01632,39.82500,4.12500,35.70000
2023-10-23 23:24:01,0.02050,39.70547,3.85547,35.85000
2023-10-23 23:24:02,0.01190,32.71992,3.66992,29.05000
2023-10-23 23:24:03,0.06723,32.21656,3.47656,28.74000
