element_image_date,element_image_cpu_utilization,element_image_total_power,element_image_cpu_power,element_image_gpu_power
2023-10-23 23:49:25,0.06086,18.17555,2.43555,15.74000
2023-10-23 23:49:26,0.03353,19.73781,2.25781,17.48000
2023-10-23 23:49:27,0.07653,15.77000,2.50000,13.27000
2023-10-23 23:49:28,0.01175,16.25687,2.04688,14.21000
2023-10-23 23:49:29,0.01174,15.52766,2.09766,13.43000
2023-10-23 23:49:30,0.00754,15.80055,2.06055,13.74000
2023-10-23 23:49:31,0.11102,15.90477,3.13477,12.77000
2023-10-23 23:49:32,0.00923,15.18617,2.07617,13.11000
2023-10-23 23:49:33,0.09664,15.58867,3.13867,12.45000
2023-10-23 23:49:35,0.07245,42.04773,2.92773,39.12000
2023-10-23 23:49:36,0.06594,42.58906,4.53906,38.05000
2023-10-23 23:49:37,0.13356,42.91813,4.82813,38.09000
2023-10-23 23:49:38,0.02848,41.96039,3.90039,38.06000
2023-10-23 23:49:39,0.00701,41.91547,3.85547,38.06000
2023-10-23 23:49:40,0.01016,42.05594,3.83594,38.22000
2023-10-23 23:49:41,0.01753,42.14969,3.92969,38.22000
2023-10-23 23:49:42,0.02506,42.32336,3.94336,38.38000
2023-10-23 23:49:43,0.00670,42.23938,3.85938,38.38000
2023-10-23 23:49:51,0.11499,47.08336,5.19336,41.89000
2023-10-23 23:49:52,0.02101,46.05312,4.20313,41.85000
2023-10-23 23:49:53,0.01179,46.00430,4.15430,41.85000
2023-10-23 23:49:54,0.00756,46.13477,4.13477,42.00000
2023-10-23 23:49:56,0.02258,46.09312,4.20313,41.89000
2023-10-23 23:49:57,0.01444,46.16625,4.15625,42.01000
2023-10-23 23:49:58,0.02355,47.89680,4.21680,43.68000
2023-10-23 23:49:59,0.05813,46.53555,4.68555,41.85000
2023-10-23 23:50:00,0.01852,47.26383,4.17383,43.09000
2023-10-23 23:50:01,0.06773,46.06656,4.22656,41.84000
2023-10-23 23:50:02,0.04104,46.15648,4.14648,42.01000
2023-10-23 23:50:03,0.04622,46.06680,4.21680,41.85000
2023-10-23 23:50:04,0.01008,46.18187,4.17188,42.01000
2023-10-23 23:50:05,0.01169,46.11328,4.11328,42.00000
2023-10-23 23:50:06,0.00917,45.94226,4.07227,41.87000
2023-10-23 23:50:07,0.11148,47.12516,5.03516,42.09000
2023-10-23 23:50:08,0.01674,46.29320,4.28320,42.01000
2023-10-23 23:50:09,0.10424,47.04633,5.23633,41.81000
2023-10-23 23:50:10,0.05178,47.61891,4.62891,42.99000
2023-10-23 23:50:11,0.08389,46.78797,4.91797,41.87000
2023-10-23 23:50:12,0.13191,48.16531,5.19531,42.97000
2023-10-23 23:50:13,0.03454,46.05875,4.21875,41.84000
2023-10-23 23:50:14,0.00515,45.98648,4.14648,41.84000
2023-10-23 23:50:15,0.01283,46.18578,4.17578,42.01000
2023-10-23 23:50:16,0.02429,38.94477,3.88477,35.06000
2023-10-23 23:50:17,0.01966,38.78289,3.71289,35.07000
2023-10-23 23:50:18,0.00670,38.79523,3.61523,35.18000
2023-10-23 23:50:27,0.16330,42.45984,5.33984,37.12000
2023-10-23 23:50:28,0.16873,40.84953,5.01953,35.83000
2023-10-23 23:50:29,0.08696,40.05180,4.34180,35.71000
2023-10-23 23:50:30,0.01403,38.75750,3.68750,35.07000
2023-10-23 23:50:31,0.02000,38.81805,3.74805,35.07000
2023-10-23 23:50:32,0.02256,32.40578,3.67578,28.73000
2023-10-23 23:50:33,0.01447,32.25680,3.21680,29.04000
2023-10-23 23:50:34,0.06571,32.10188,3.67188,28.43000
2023-10-23 23:50:35,0.01364,22.09977,2.75977,19.34000
2023-10-23 23:50:36,0.06143,18.74734,2.52734,16.22000
2023-10-23 23:50:37,0.04111,21.03516,2.28516,18.75000
2023-10-23 23:50:38,0.07783,14.67914,2.36914,12.31000
2023-10-23 23:50:39,0.01351,15.67570,2.09570,13.58000
2023-10-23 23:50:40,0.01092,14.71789,2.08789,12.63000
2023-10-23 23:50:41,0.00466,16.18891,2.12891,14.06000
2023-10-23 23:50:42,0.11662,16.25555,3.18555,13.07000
2023-10-23 23:50:43,0.00837,15.56086,2.13086,13.43000
2023-10-23 23:50:44,0.10082,15.49898,3.20898,12.29000
2023-10-23 23:50:45,0.05359,18.70375,2.59375,16.11000
2023-10-23 23:50:46,0.09351,46.18649,4.64648,41.54000
2023-10-23 23:50:47,0.11610,47.45477,4.63477,42.82000
2023-10-23 23:50:48,0.08673,46.34797,4.66797,41.68000
2023-10-23 23:50:49,0.01273,45.85430,4.15430,41.70000
2023-10-23 23:50:50,0.01646,45.88555,4.18555,41.70000
2023-10-23 23:50:51,0.01782,46.04508,4.20508,41.84000
2023-10-23 23:50:52,0.02128,45.89289,4.21289,41.68000
2023-10-23 23:50:53,0.01253,46.00820,4.15820,41.85000
2023-10-23 23:50:54,0.06205,46.36649,4.39648,41.97000
2023-10-23 23:51:02,0.13453,48.90953,5.51953,43.39000
2023-10-23 23:51:03,0.21048,48.85125,6.03125,42.82000
2023-10-23 23:51:04,0.17206,48.71250,5.81250,42.90000
2023-10-23 23:51:05,0.03607,46.21024,4.24023,41.97000
2023-10-23 23:51:06,0.02133,46.24805,4.24805,42.00000
2023-10-23 23:51:07,0.01906,46.19922,4.19922,42.00000
2023-10-23 23:51:08,0.01435,46.95336,4.19336,42.76000
2023-10-23 23:51:09,0.06793,46.71328,4.86328,41.85000
2023-10-23 23:51:10,0.00671,45.97672,4.13672,41.84000
2023-10-23 23:51:11,0.08416,46.46375,4.34375,42.12000
2023-10-23 23:51:12,0.02259,46.16602,4.16602,42.00000
2023-10-23 23:51:13,0.05401,46.30492,4.29492,42.01000
2023-10-23 23:51:14,0.01839,46.18578,4.17578,42.01000
2023-10-23 23:51:15,0.00723,46.03359,4.18359,41.85000
2023-10-23 23:51:16,0.00754,46.10570,4.09570,42.01000
2023-10-23 23:51:17,0.10799,47.14664,5.05664,42.09000
2023-10-23 23:51:18,0.02256,46.16640,4.31641,41.85000
2023-10-23 23:51:19,0.10445,47.21172,5.26172,41.95000
2023-10-23 23:51:20,0.07741,47.94930,4.77930,43.17000
2023-10-23 23:51:21,0.11641,48.54109,5.12109,43.42000
2023-10-23 23:51:22,0.08580,46.50414,4.49414,42.01000
2023-10-23 23:51:23,0.01673,46.19797,4.16797,42.03000
2023-10-23 23:51:24,0.05732,47.32312,4.70313,42.62000
2023-10-23 23:51:25,0.01984,46.25586,4.25586,42.00000
2023-10-23 23:51:27,0.02178,46.37680,4.21680,42.16000
2023-10-23 23:51:28,0.02342,38.82172,3.76172,35.06000
2023-10-23 23:51:29,0.01254,38.88992,3.66992,35.22000
2023-10-23 23:51:37,0.08865,48.39766,4.84766,43.55000
2023-10-23 23:51:38,0.14760,41.65992,4.91992,36.74000
2023-10-23 23:51:39,0.16729,42.19601,4.91602,37.28000
2023-10-23 23:51:40,0.18323,40.91687,5.29688,35.62000
2023-10-23 23:51:41,0.17145,40.22602,5.16602,35.06000
2023-10-23 23:51:42,0.01877,38.54258,3.64258,34.90000
2023-10-23 23:51:43,0.01506,32.39695,3.37695,29.02000
2023-10-23 23:51:44,0.06589,32.38508,3.95508,28.43000
2023-10-23 23:51:45,0.01056,31.40281,3.13281,28.27000
2023-10-23 23:51:46,0.07595,21.38680,2.46680,18.92000
2023-10-23 23:51:47,0.03943,20.68195,2.25195,18.43000
2023-10-23 23:51:48,0.07101,15.79914,2.36914,13.43000
2023-10-23 23:51:50,0.01849,15.35398,2.08398,13.27000
2023-10-23 23:51:51,0.00855,15.17055,2.06055,13.11000
2023-10-23 23:51:52,0.00838,16.01328,2.11328,13.90000
2023-10-23 23:51:53,0.08418,15.65508,2.70508,12.95000
2023-10-23 23:51:54,0.01088,15.76930,2.02930,13.74000
2023-10-23 23:51:55,0.09456,15.60430,3.15430,12.45000
2023-10-23 23:51:56,0.05126,18.25508,2.45508,15.80000
2023-10-23 23:51:57,0.07280,46.41695,4.87695,41.54000
2023-10-23 23:51:58,0.04806,47.40359,4.43359,42.97000
2023-10-23 23:51:59,0.14237,46.77055,5.06055,41.71000
2023-10-23 23:52:00,0.00810,46.01648,4.14648,41.87000
2023-10-23 23:52:01,0.02090,45.84453,4.14453,41.70000
2023-10-23 23:52:02,0.01341,45.81867,4.13867,41.68000
2023-10-23 23:52:03,0.02176,46.06852,4.22852,41.84000
2023-10-23 23:52:04,0.01007,46.14867,4.13867,42.01000
2023-10-23 23:52:05,0.06145,46.28531,4.44531,41.84000
2023-10-23 23:52:06,0.01256,45.94547,4.10547,41.84000
2023-10-23 23:52:07,0.00252,45.94742,4.10742,41.84000
2023-10-23 23:52:08,0.00503,45.96523,4.11523,41.85000
