rocket_pdf_date,rocket_pdf_cpu_utilization,rocket_pdf_total_power,rocket_pdf_cpu_power,rocket_pdf_gpu _power
2023-10-24 22:27:27,0.00510,46.29680,3.96680,42.33000
2023-10-24 22:27:28,0.01361,46.23250,4.06250,42.17000
2023-10-24 22:27:29,0.03552,46.32797,4.16797,42.16000
2023-10-24 22:27:30,0.04376,46.52578,4.17578,42.35000
2023-10-24 22:27:38,0.16736,49.45016,6.16016,43.29000
2023-10-24 22:27:39,0.19593,42.96766,5.84766,37.12000
2023-10-24 22:27:40,0.04473,39.65711,3.78711,35.87000
2023-10-24 22:27:41,0.01847,40.08937,3.60938,36.48000
2023-10-24 22:27:42,0.06801,40.13445,3.81445,36.32000
2023-10-24 22:27:43,0.01429,38.78859,3.55859,35.23000
2023-10-24 22:27:44,0.01611,32.43586,3.25586,29.18000
2023-10-24 22:27:45,0.07339,32.38453,3.64453,28.74000
2023-10-24 22:27:46,0.01551,20.44000,3.00000,17.44000
2023-10-24 22:27:47,0.07161,18.41352,2.35352,16.06000
2023-10-24 22:27:48,0.03966,20.54672,2.13672,18.41000
2023-10-24 22:27:49,0.07161,15.53586,2.25586,13.28000
2023-10-24 22:27:50,0.00967,15.02211,1.91211,13.11000
2023-10-24 22:27:51,0.00754,14.67477,1.88477,12.79000
2023-10-24 22:27:52,0.00833,16.17117,1.95117,14.22000
2023-10-24 22:27:53,0.07451,45.52516,3.03516,42.49000
2023-10-24 22:27:54,0.00670,45.85437,3.98438,41.87000
2023-10-24 22:27:56,0.08744,46.46508,4.45508,42.01000
2023-10-24 22:27:57,0.05946,47.55992,4.41992,43.14000
2023-10-24 22:27:58,0.02768,46.06469,4.05469,42.01000
2023-10-24 22:27:59,0.01769,48.04711,4.03711,44.01000
2023-10-24 22:28:00,0.03869,46.12891,4.12891,42.00000
2023-10-24 22:28:01,0.00672,45.81680,3.96680,41.85000
2023-10-24 22:28:02,0.00676,45.99242,3.98242,42.01000
2023-10-24 22:28:03,0.00000,45.98461,3.97461,42.01000
2023-10-24 22:28:04,0.00365,46.03344,4.02344,42.01000
2023-10-24 22:28:05,0.00601,45.94727,3.94727,42.00000
2023-10-24 22:28:06,0.01434,46.06836,4.06836,42.00000
2023-10-24 22:28:07,0.05778,46.44390,4.25391,42.19000
2023-10-24 22:28:16,0.17102,49.71711,6.03711,43.68000
2023-10-24 22:28:17,0.19156,49.18445,6.06445,43.12000
2023-10-24 22:28:18,0.03305,46.24430,4.15430,42.09000
2023-10-24 22:28:19,0.03261,48.19547,4.10547,44.09000
2023-10-24 22:28:20,0.05992,47.48289,4.21289,43.27000
2023-10-24 22:28:21,0.00887,46.40180,4.09180,42.31000
2023-10-24 22:28:22,0.02648,48.33117,4.20117,44.13000
2023-10-24 22:28:23,0.05528,47.18664,4.55664,42.63000
2023-10-24 22:28:24,0.02174,47.72258,4.14258,43.58000
2023-10-24 22:28:25,0.06213,46.28891,4.12891,42.16000
2023-10-24 22:28:26,0.03350,46.24398,4.08398,42.16000
2023-10-24 22:28:27,0.05626,46.32016,4.16016,42.16000
2023-10-24 22:28:28,0.00672,46.26765,4.09766,42.17000
2023-10-24 22:28:29,0.00336,46.01172,4.01172,42.00000
2023-10-24 22:28:30,0.00751,46.20320,4.03320,42.17000
2023-10-24 22:28:31,0.07647,46.69961,4.34961,42.35000
2023-10-24 22:28:32,0.00420,46.31828,3.98828,42.33000
2023-10-24 22:28:33,0.06250,46.52672,4.38672,42.14000
2023-10-24 22:28:34,0.04971,46.37312,4.20313,42.17000
2023-10-24 22:28:35,0.08020,46.83242,4.48242,42.35000
2023-10-24 22:28:36,0.01105,46.34172,4.01172,42.33000
2023-10-24 22:28:37,0.05277,46.35992,4.16992,42.19000
2023-10-24 22:28:38,0.01591,40.00383,3.67383,36.33000
2023-10-24 22:28:39,0.00429,40.06227,3.57227,36.49000
2023-10-24 22:28:40,0.00435,38.76711,3.53711,35.23000
2023-10-24 22:28:41,0.00635,38.51508,3.45508,35.06000
2023-10-24 22:28:42,0.00481,38.72000,3.50000,35.22000
2023-10-24 22:28:43,0.01724,31.87492,3.29492,28.58000
2023-10-24 22:28:45,0.06633,31.61211,3.16211,28.45000
2023-10-24 22:28:53,0.18692,50.33562,6.26563,44.07000
2023-10-24 22:28:55,0.17672,43.20625,5.90625,37.30000
2023-10-24 22:28:56,0.03226,39.40117,3.70117,35.70000
2023-10-24 22:28:57,0.02609,40.06133,3.61133,36.45000
2023-10-24 22:28:58,0.06449,39.61172,3.76172,35.85000
2023-10-24 22:28:59,0.01272,38.78250,3.56250,35.22000
2023-10-24 22:29:00,0.01639,32.77742,3.60742,29.17000
2023-10-24 22:29:01,0.06192,32.31031,3.57031,28.74000
2023-10-24 22:29:02,0.01337,31.87320,3.03320,28.84000
2023-10-24 22:29:03,0.05197,19.62953,2.76953,16.86000
2023-10-24 22:29:04,0.03862,20.92016,2.16016,18.76000
2023-10-24 22:29:05,0.05917,19.76101,2.29102,17.47000
2023-10-24 22:29:06,0.01178,15.39094,1.96094,13.43000
2023-10-24 22:29:07,0.00504,15.02211,1.91211,13.11000
2023-10-24 22:29:08,0.00418,15.23484,1.96484,13.27000
2023-10-24 22:29:09,0.06824,41.42594,3.08594,38.34000
2023-10-24 22:29:10,0.01034,42.10437,3.73438,38.37000
2023-10-24 22:29:11,0.08369,42.54860,4.30859,38.24000
2023-10-24 22:29:12,0.05640,44.13531,4.19531,39.94000
2023-10-24 22:29:13,0.01759,42.19102,3.79102,38.40000
2023-10-24 22:29:14,0.02588,43.25492,3.79492,39.46000
2023-10-24 22:29:15,0.03616,42.20617,3.82617,38.38000
2023-10-24 22:29:16,0.00419,42.06945,3.68945,38.38000
2023-10-24 22:29:17,0.00093,42.26461,3.72461,38.54000
2023-10-24 22:29:18,0.01118,42.19102,3.79102,38.40000
2023-10-24 22:29:19,0.01607,42.07774,3.67773,38.40000
2023-10-24 22:29:20,0.00354,42.23164,3.68164,38.55000
2023-10-24 22:29:21,0.01600,42.38375,3.84375,38.54000
2023-10-24 22:29:22,0.10028,42.32797,3.91797,38.41000
2023-10-24 22:29:31,0.17573,48.80109,6.12109,42.68000
2023-10-24 22:29:32,0.18484,49.27430,6.15430,43.12000
2023-10-24 22:29:33,0.05059,46.25023,4.24023,42.01000
2023-10-24 22:29:34,0.02019,47.45055,4.06055,43.39000
2023-10-24 22:29:35,0.04649,47.50930,4.27930,43.23000
2023-10-24 22:29:36,0.02343,46.27547,4.10547,42.17000
2023-10-24 22:29:37,0.01645,47.93719,4.11719,43.82000
2023-10-24 22:29:38,0.06143,46.74226,4.57227,42.17000
2023-10-24 22:29:39,0.01258,46.13469,4.05469,42.08000
2023-10-24 22:29:40,0.06367,46.46625,4.15625,42.31000
2023-10-24 22:29:41,0.02515,46.22250,4.06250,42.16000
2023-10-24 22:29:42,0.07685,46.13555,4.18555,41.95000
2023-10-24 22:29:43,0.00759,45.99172,4.01172,41.98000
2023-10-24 22:29:44,0.00503,45.96508,3.95508,42.01000
2023-10-24 22:29:45,0.00337,46.14265,3.97266,42.17000
2023-10-24 22:29:47,0.08813,46.33203,4.33203,42.00000
2023-10-24 22:29:48,0.00759,46.14633,3.98633,42.16000
2023-10-24 22:29:49,0.09399,46.69390,4.50391,42.19000
2023-10-24 22:29:50,0.06303,47.82430,4.40430,43.42000
2023-10-24 22:29:51,0.01347,46.02344,4.02344,42.00000
2023-10-24 22:29:52,0.02766,48.01203,4.08203,43.93000
2023-10-24 22:29:53,0.03179,40.54250,4.06250,36.48000
2023-10-24 22:29:54,0.01422,40.16453,3.64453,36.52000
2023-10-24 22:29:55,0.00671,40.02492,3.54492,36.48000
2023-10-24 22:29:56,0.00418,38.68117,3.45117,35.23000
2023-10-24 22:29:57,0.00251,38.46648,3.39648,35.07000
2023-10-24 22:29:58,0.00345,38.38484,3.46484,34.92000
2023-10-24 22:29:59,0.01254,31.47102,3.04102,28.43000
2023-10-24 22:30:00,0.07846,31.58086,3.13086,28.45000
