rocket_zip_date,rocket_zip_cpu_utilization,rocket_zip_total_power,rocket_zip_cpu_power,rocket_zip_gpu_power
2023-10-24 22:42:36,0.05153,18.63258,2.14258,16.49000
2023-10-24 22:42:37,0.06814,19.28992,2.16992,17.12000
2023-10-24 22:42:45,0.17925,48.73414,5.74414,42.99000
2023-10-24 22:42:46,0.19765,49.27758,6.26758,43.01000
2023-10-24 22:42:47,0.20018,48.08539,5.77539,42.31000
2023-10-24 22:42:48,0.02748,46.34234,4.15234,42.19000
2023-10-24 22:42:49,0.07976,47.83977,4.25977,43.58000
2023-10-24 22:42:50,0.02719,46.12695,4.12695,42.00000
2023-10-24 22:42:51,0.01727,47.60133,4.11133,43.49000
2023-10-24 22:42:52,0.06222,46.82820,4.65820,42.17000
2023-10-24 22:42:53,0.01460,46.26742,4.10742,42.16000
2023-10-24 22:42:54,0.06255,46.30750,4.18750,42.12000
2023-10-24 22:42:55,0.03774,46.35164,4.18164,42.17000
2023-10-24 22:42:56,0.04995,46.18234,4.15234,42.03000
2023-10-24 22:42:57,0.01205,46.04125,4.03125,42.01000
2023-10-24 22:42:58,0.01269,46.21859,4.05859,42.16000
2023-10-24 22:42:59,0.00939,46.06664,4.05664,42.01000
2023-10-24 22:43:00,0.08966,46.52351,4.35352,42.17000
2023-10-24 22:43:01,0.00780,46.06664,4.05664,42.01000
2023-10-24 22:43:02,0.09745,46.53609,4.49609,42.04000
2023-10-24 22:43:03,0.04718,47.93476,4.38477,43.55000
2023-10-24 22:43:04,0.03789,46.18383,4.17383,42.01000
2023-10-24 22:43:05,0.01665,48.09469,4.05469,44.04000
2023-10-24 22:43:06,0.05306,46.22094,4.21094,42.01000
2023-10-24 22:43:07,0.00827,46.05930,4.02930,42.03000
2023-10-24 22:43:08,0.00814,46.03976,4.00977,42.03000
2023-10-24 22:43:09,0.01087,46.00414,3.99414,42.01000
2023-10-24 22:43:10,0.00455,46.02734,4.02734,42.00000
2023-10-24 22:43:11,0.00995,46.59758,4.01758,42.58000
2023-10-24 22:43:12,0.01255,46.20906,4.03906,42.17000
2023-10-24 22:43:14,0.08013,46.37164,4.18164,42.19000
2023-10-24 22:43:23,0.17782,48.84164,6.18164,42.66000
2023-10-24 22:43:24,0.21505,43.13031,6.32031,36.81000
2023-10-24 22:43:25,0.10581,40.64070,4.47070,36.17000
2023-10-24 22:43:26,0.01546,39.83453,3.64453,36.19000
2023-10-24 22:43:27,0.07306,40.72945,3.93945,36.79000
2023-10-24 22:43:28,0.01350,39.00719,3.61719,35.39000
2023-10-24 22:43:29,0.01527,34.17133,3.61133,30.56000
2023-10-24 22:43:30,0.06465,32.16813,3.57813,28.59000
2023-10-24 22:43:31,0.01096,31.68156,3.10156,28.58000
2023-10-24 22:43:32,0.07205,22.03289,2.96289,19.07000
2023-10-24 22:43:33,0.03611,20.59992,2.16992,18.43000
2023-10-24 22:43:34,0.06673,19.18594,2.33594,16.85000
2023-10-24 22:43:35,0.01057,15.09242,1.98242,13.11000
2023-10-24 22:43:36,0.00366,14.72141,1.94141,12.78000
2023-10-24 22:43:37,0.01171,14.83687,2.04688,12.79000
2023-10-24 22:43:38,0.09000,41.53992,3.16992,38.37000
2023-10-24 22:43:39,0.00693,42.11828,3.73828,38.38000
2023-10-24 22:43:40,0.09624,42.68516,4.28516,38.40000
2023-10-24 22:43:41,0.08858,44.01156,4.35156,39.66000
2023-10-24 22:43:42,0.03021,42.20813,3.82813,38.38000
2023-10-24 22:43:43,0.01177,43.29078,3.80078,39.49000
2023-10-24 22:43:44,0.04110,42.41305,3.87305,38.54000
2023-10-24 22:43:45,0.00344,42.27656,3.72656,38.55000
2023-10-24 22:43:46,0.00456,42.19297,3.79297,38.40000
2023-10-24 22:43:47,0.01971,42.17344,3.77344,38.40000
2023-10-24 22:43:48,0.00091,42.11242,3.73242,38.38000
2023-10-24 22:43:49,0.00431,42.11438,3.73438,38.38000
2023-10-24 22:43:50,0.01004,42.20031,3.82031,38.38000
2023-10-24 22:43:51,0.08213,42.33797,3.91797,38.42000
2023-10-24 22:43:52,0.05585,42.39219,3.99219,38.40000
2023-10-24 22:44:00,0.19176,49.14117,5.95117,43.19000
2023-10-24 22:44:01,0.18728,49.50609,6.24609,43.26000
2023-10-24 22:44:02,0.15546,47.40234,5.40234,42.00000
2023-10-24 22:44:03,0.01358,46.04906,4.03906,42.01000
2023-10-24 22:44:04,0.07298,47.55399,4.33398,43.22000
2023-10-24 22:44:05,0.01794,46.30086,4.13086,42.17000
2023-10-24 22:44:06,0.01113,47.89422,4.07422,43.82000
2023-10-24 22:44:07,0.07831,46.93156,4.60156,42.33000
2023-10-24 22:44:08,0.01452,46.26547,4.10547,42.16000
2023-10-24 22:44:10,0.06582,46.18649,4.14648,42.04000
2023-10-24 22:44:11,0.02517,46.40375,4.09375,42.31000
2023-10-24 22:44:12,0.06541,46.34258,4.14258,42.20000
2023-10-24 22:44:13,0.01754,46.04320,4.03320,42.01000
2023-10-24 22:44:14,0.01005,46.22469,4.05469,42.17000
2023-10-24 22:44:15,0.00486,46.01195,4.00195,42.01000
2023-10-24 22:44:16,0.08287,47.04992,4.41992,42.63000
2023-10-24 22:44:17,0.01208,46.04320,4.03320,42.01000
2023-10-24 22:44:18,0.08239,46.67000,4.50000,42.17000
2023-10-24 22:44:19,0.04087,46.78563,4.26563,42.52000
2023-10-24 22:44:20,0.06261,46.59383,4.42383,42.17000
2023-10-24 22:44:21,0.00553,46.19344,4.02344,42.17000
2023-10-24 22:44:22,0.06159,39.57359,4.18359,35.39000
2023-10-24 22:44:23,0.00820,38.77274,3.55273,35.22000
2023-10-24 22:44:24,0.00840,38.59516,3.53516,35.06000
2023-10-24 22:44:25,0.00637,31.70492,3.29492,28.41000
2023-10-24 22:44:26,0.00335,31.52531,2.94531,28.58000
2023-10-24 22:44:27,0.00351,31.37945,2.93945,28.44000
2023-10-24 22:44:28,0.01880,19.49836,2.31836,17.18000
2023-10-24 22:44:29,0.03782,18.12484,2.21484,15.91000
