skype_pdf_date,skype_pdf_cpu_utilization,skype_pdf_total_power,skype_pdf_cpu_power,skype_pdf_gpu_power
2023-10-23 03:03:08,0.06810,46.17812,4.32813,41.85000
2023-10-23 03:03:09,0.01091,46.15437,4.23438,41.92000
2023-10-23 03:03:10,0.06522,46.77813,4.82813,41.95000
2023-10-23 03:03:11,0.01010,46.28125,4.28125,42.00000
2023-10-23 03:03:12,0.08586,47.03344,5.02344,42.01000
2023-10-23 03:03:13,0.03184,46.42969,4.42969,42.00000
2023-10-23 03:03:14,0.13909,47.50000,5.50000,42.00000
2023-10-23 03:03:15,0.04814,47.12219,4.49219,42.63000
2023-10-23 03:03:16,0.01536,46.19094,4.21094,41.98000
2023-10-23 03:03:17,0.00758,46.21875,4.21875,42.00000
2023-10-23 03:03:18,0.04530,46.76437,4.73438,42.03000
2023-10-23 03:03:19,0.01627,46.18750,4.18750,42.00000
2023-10-23 03:03:20,0.01594,46.22219,4.24219,41.98000
2023-10-23 03:03:21,0.01627,46.23438,4.23438,42.00000
