element_camara_on_date,element_camara_on_cpu_utilization,element_camara_on_total_power,element_camara_on_cpu_power,element_camara_on_gpu_power
2023-10-24 01:53:01,0.00548,13.49266,1.97266,11.52000
2023-10-24 01:53:02,0.04268,14.51688,2.54688,11.97000
2023-10-24 01:53:03,0.05153,15.45797,2.66797,12.79000
2023-10-24 01:53:04,0.02004,13.86344,2.02344,11.84000
2023-10-24 01:53:05,0.00504,13.45531,1.94531,11.51000
2023-10-24 01:53:06,0.00549,14.13047,1.98047,12.15000
2023-10-24 01:53:07,0.01288,14.65125,2.03125,12.62000
2023-10-24 01:53:08,0.00822,13.80266,1.97266,11.83000
2023-10-24 01:53:09,0.00850,14.73141,1.94141,12.79000
2023-10-24 01:53:10,0.00547,13.79094,1.96094,11.83000
2023-10-24 01:53:11,0.01113,13.76750,1.93750,11.83000
2023-10-24 01:53:12,0.01183,14.29047,1.98047,12.31000
2023-10-24 01:53:13,0.00589,16.29578,1.92578,14.37000
2023-10-24 01:53:14,0.00761,14.10312,1.95313,12.15000
2023-10-24 01:53:15,0.00767,15.04359,1.93359,13.11000
2023-10-24 01:53:16,0.00682,14.07969,1.92969,12.15000
2023-10-24 01:53:17,0.02078,13.49438,1.98438,11.51000
2023-10-24 01:53:18,0.01087,14.42141,1.94141,12.48000
2023-10-24 01:53:19,0.00601,14.07578,1.92578,12.15000
2023-10-24 01:53:20,0.00820,14.10703,1.95703,12.15000
2023-10-24 01:53:21,0.00820,13.80484,1.96484,11.84000
2023-10-24 01:53:22,0.01278,14.27094,1.96094,12.31000
2023-10-24 01:53:23,0.01284,14.25922,1.94922,12.31000
2023-10-24 01:53:24,0.00725,13.62313,1.95313,11.67000
2023-10-24 01:53:25,0.00838,14.08750,1.93750,12.15000
2023-10-24 01:53:26,0.00843,14.41141,1.94141,12.47000
2023-10-24 01:53:27,0.00922,14.56750,1.93750,12.63000
2023-10-24 01:53:28,0.01262,13.81437,1.98438,11.83000
2023-10-24 01:53:29,0.01110,13.45531,1.94531,11.51000
2023-10-24 01:53:30,0.00920,15.02188,1.92188,13.10000
2023-10-24 01:53:31,0.01115,13.96656,1.97656,11.99000
2023-10-24 01:53:32,0.00850,13.93750,1.93750,12.00000
2023-10-24 01:53:34,0.00673,13.27578,1.92578,11.35000
2023-10-24 01:53:35,0.00587,14.55359,1.93359,12.62000
2023-10-24 01:53:36,0.00671,14.08750,1.93750,12.15000
2023-10-24 01:53:37,0.00837,13.77359,1.93359,11.84000
2023-10-24 01:53:38,0.00424,13.92750,1.93750,11.99000
2023-10-24 01:53:39,0.00863,14.10312,1.95313,12.15000
2023-10-24 01:53:40,0.01092,14.16172,2.01172,12.15000
2023-10-24 01:53:41,0.00754,14.25531,1.94531,12.31000
2023-10-24 01:53:42,0.01330,13.45922,1.94922,11.51000
2023-10-24 01:53:43,0.00588,13.75578,1.92578,11.83000
2023-10-24 01:53:44,0.00763,14.22016,1.91016,12.31000
2023-10-24 01:53:45,0.00954,13.97656,1.97656,12.00000
2023-10-24 01:53:46,0.01121,13.77359,1.93359,11.84000
2023-10-24 01:53:47,0.00639,13.33438,1.98438,11.35000
2023-10-24 01:53:48,0.00639,13.78703,1.95703,11.83000
2023-10-24 01:53:49,0.00548,13.65266,1.97266,11.68000
2023-10-24 01:53:50,0.00821,14.75875,1.96875,12.79000
2023-10-24 01:53:51,0.00820,13.47484,1.96484,11.51000
2023-10-24 01:53:52,0.01396,13.66219,1.99219,11.67000
2023-10-24 01:53:53,0.00760,14.09531,1.94531,12.15000
2023-10-24 01:53:54,0.00754,14.89922,1.94922,12.95000
2023-10-24 01:53:55,0.00586,13.77922,1.94922,11.83000
2023-10-24 01:53:56,0.00672,13.77141,1.94141,11.83000
2023-10-24 01:53:57,0.00677,13.76750,1.93750,11.83000
2023-10-24 01:53:58,0.00423,15.82969,1.92969,13.90000
2023-10-24 01:53:59,0.00681,14.09141,1.94141,12.15000
2023-10-24 01:54:00,0.01029,13.95313,1.95313,12.00000
2023-10-24 01:54:01,0.00855,13.64875,1.96875,11.68000
2023-10-24 01:54:02,0.01105,14.07187,1.92188,12.15000
2023-10-24 01:54:03,0.01373,14.46609,1.99609,12.47000
2023-10-24 01:54:04,0.00533,13.81266,1.97266,11.84000
2023-10-24 01:54:05,0.00364,13.95484,1.96484,11.99000
2023-10-24 01:54:06,0.00728,13.63875,1.96875,11.67000
2023-10-24 01:54:07,0.01091,13.78312,1.95313,11.83000
2023-10-24 01:54:08,0.01107,14.54797,1.91797,12.63000
2023-10-24 01:54:09,0.00456,13.79703,1.95703,11.84000
2023-10-24 01:54:10,0.04554,14.70047,2.23047,12.47000
2023-10-24 01:54:11,0.00436,13.59969,1.92969,11.67000
2023-10-24 01:54:12,0.11909,40.48687,3.04688,37.44000
2023-10-24 01:54:13,0.00504,41.38515,3.78516,37.60000
2023-10-24 01:54:14,0.00957,41.60375,3.84375,37.76000
2023-10-24 01:54:15,0.00879,37.70594,3.58594,34.12000
2023-10-24 01:54:20,0.04693,45.60266,4.22266,41.38000
2023-10-24 01:54:21,0.01664,39.08313,3.70313,35.38000
2023-10-24 01:54:22,0.00701,39.01891,3.62891,35.39000
2023-10-24 01:54:23,0.00869,38.36500,3.62500,34.74000
2023-10-24 01:54:24,0.03171,38.84656,3.72656,35.12000
2023-10-24 01:54:25,0.14743,39.39985,4.83984,34.56000
2023-10-24 01:54:26,0.08799,31.54094,3.46094,28.08000
2023-10-24 01:54:27,0.23459,33.68172,4.51172,29.17000
2023-10-24 01:54:28,0.17088,22.76016,4.16016,18.60000
2023-10-24 01:54:29,0.17003,33.09828,3.73828,29.36000
2023-10-24 01:54:30,0.17872,33.33500,3.87500,29.46000
2023-10-24 01:54:31,0.16340,32.60578,4.17578,28.43000
2023-10-24 01:54:32,0.14201,32.21047,3.48047,28.73000
2023-10-24 01:54:33,0.14937,32.31969,3.42969,28.89000
2023-10-24 01:54:34,0.13695,32.35484,3.46484,28.89000
2023-10-24 01:54:35,0.13983,32.07219,3.49219,28.58000
2023-10-24 01:54:36,0.14818,32.21828,3.48828,28.73000
2023-10-24 01:54:37,0.15942,33.01437,3.48438,29.53000
2023-10-24 01:54:38,0.15385,32.06047,3.48047,28.58000
2023-10-24 01:54:39,0.16456,32.20266,3.47266,28.73000
2023-10-24 01:54:41,0.14961,32.19312,3.45313,28.74000
2023-10-24 01:54:42,0.14786,32.68266,3.47266,29.21000
2023-10-24 01:54:43,0.14698,32.02094,3.46094,28.56000
2023-10-24 01:54:44,0.13990,32.06828,3.48828,28.58000
2023-10-24 01:54:45,0.16239,32.52219,3.49219,29.03000
2023-10-24 01:54:46,0.15827,32.24172,3.51172,28.73000
2023-10-24 01:54:47,0.15997,32.40562,3.51563,28.89000
2023-10-24 01:54:48,0.18411,32.17766,3.59766,28.58000
2023-10-24 01:54:49,0.16751,32.76078,3.55078,29.21000
2023-10-24 01:54:50,0.17395,32.22000,3.50000,28.72000
2023-10-24 01:54:51,0.14516,32.53828,3.48828,29.05000
2023-10-24 01:54:52,0.15867,32.51484,3.46484,29.05000
2023-10-24 01:54:53,0.15328,32.40343,3.52344,28.88000
2023-10-24 01:54:54,0.14087,32.50484,3.46484,29.04000
2023-10-24 01:54:55,0.13993,32.55781,3.50781,29.05000
2023-10-24 01:54:56,0.14003,32.21437,3.48438,28.73000
2023-10-24 01:54:57,0.14805,32.38828,3.48828,28.90000
2023-10-24 01:54:58,0.14768,32.65875,3.46875,29.19000
2023-10-24 01:54:59,0.15034,32.22219,3.49219,28.73000
2023-10-24 01:55:00,0.15533,32.51828,3.48828,29.03000
2023-10-24 01:55:01,0.14843,32.35484,3.46484,28.89000
2023-10-24 01:55:02,0.15548,31.88141,3.44141,28.44000
2023-10-24 01:55:03,0.15736,32.20703,3.45703,28.75000
2023-10-24 01:55:04,0.16771,32.82875,3.46875,29.36000
2023-10-24 01:55:06,0.13208,32.36437,3.48438,28.88000
2023-10-24 01:55:07,0.15359,32.34703,3.45703,28.89000
2023-10-24 01:55:08,0.14213,32.68484,3.46484,29.22000
2023-10-24 01:55:09,0.14828,32.06047,3.48047,28.58000
2023-10-24 01:55:10,0.15342,32.09563,3.51563,28.58000
2023-10-24 01:55:11,0.15651,32.08781,3.50781,28.58000
2023-10-24 01:55:12,0.15837,32.74125,3.53125,29.21000
2023-10-24 01:55:13,0.16866,32.93047,3.73047,29.20000
2023-10-24 01:55:14,0.15683,21.43109,3.62109,17.81000
2023-10-24 01:55:15,0.14626,20.99859,2.55859,18.44000
2023-10-24 01:55:16,0.15529,20.05641,2.56641,17.49000
2023-10-24 01:55:17,0.16055,17.72859,2.55859,15.17000
2023-10-24 01:55:18,0.15450,17.83953,2.51953,15.32000
2023-10-24 01:55:19,0.16354,18.36641,2.56641,15.80000
2023-10-24 01:55:20,0.16003,45.20515,3.53516,41.67000
2023-10-24 01:55:21,0.16428,47.01313,4.70313,42.31000
2023-10-24 01:55:22,0.17863,47.76360,4.68359,43.08000
2023-10-24 01:55:23,0.13790,47.35078,5.05078,42.30000
2023-10-24 01:55:24,0.15849,47.14172,4.51172,42.63000
2023-10-24 01:55:25,0.15828,46.78844,4.64844,42.14000
2023-10-24 01:55:26,0.17572,47.06875,4.46875,42.60000
2023-10-24 01:55:27,0.15271,46.44531,4.44531,42.00000
2023-10-24 01:55:28,0.16334,47.04203,4.58203,42.46000
2023-10-24 01:55:29,0.14915,46.74750,4.43750,42.31000
2023-10-24 01:55:31,0.14177,46.60531,4.44531,42.16000
2023-10-24 01:55:32,0.13993,46.90141,4.44141,42.46000
2023-10-24 01:55:33,0.13714,46.59359,4.43359,42.16000
2023-10-24 01:55:34,0.15441,46.65609,4.49609,42.16000
2023-10-24 01:55:35,0.16471,47.11047,4.48047,42.63000
2023-10-24 01:55:36,0.14958,46.63875,4.46875,42.17000
2023-10-24 01:55:37,0.15191,47.09875,4.46875,42.63000
2023-10-24 01:55:38,0.13950,46.97172,4.51172,42.46000
2023-10-24 01:55:39,0.15287,46.10188,4.42188,41.68000
2023-10-24 01:55:40,0.14964,47.11953,4.51953,42.60000
2023-10-24 01:55:41,0.14248,47.06922,4.44922,42.62000
2023-10-24 01:55:42,0.15657,47.07969,4.42969,42.65000
2023-10-24 01:55:43,0.17821,46.77875,4.46875,42.31000
2023-10-24 01:55:44,0.15378,47.28219,4.49219,42.79000
2023-10-24 01:55:45,0.16097,47.10266,4.47266,42.63000
2023-10-24 01:55:46,0.14187,46.92313,4.45313,42.47000
2023-10-24 01:55:47,0.14578,46.47266,4.47266,42.00000
2023-10-24 01:55:48,0.14783,47.32906,4.53906,42.79000
2023-10-24 01:55:49,0.15008,46.45313,4.45313,42.00000
2023-10-24 01:55:50,0.14446,46.76313,4.45313,42.31000
2023-10-24 01:55:51,0.15162,47.23141,4.44141,42.79000
2023-10-24 01:55:52,0.14659,46.76313,4.45313,42.31000
2023-10-24 01:55:53,0.15371,46.29531,4.44531,41.85000
2023-10-24 01:55:54,0.15504,47.56703,4.45703,43.11000
2023-10-24 01:55:56,0.17164,47.95687,4.54688,43.41000
2023-10-24 01:55:57,0.16486,46.88594,4.58594,42.30000
2023-10-24 01:55:58,0.16537,46.77875,4.46875,42.31000
2023-10-24 01:55:59,0.14262,46.79609,4.49609,42.30000
2023-10-24 01:56:00,0.13758,46.80000,4.50000,42.30000
2023-10-24 01:56:01,0.14114,47.60047,4.48047,43.12000
2023-10-24 01:56:02,0.15477,46.64656,4.47656,42.17000
2023-10-24 01:56:03,0.14953,40.26578,4.42578,35.84000
2023-10-24 01:56:04,0.13555,39.83781,4.00781,35.83000
2023-10-24 01:56:05,0.14617,40.74719,4.11719,36.63000
2023-10-24 01:56:06,0.16301,32.68468,3.80469,28.88000
2023-10-24 01:56:07,0.15411,33.09813,3.57813,29.52000
2023-10-24 01:56:08,0.16472,23.13219,3.74219,19.39000
2023-10-24 01:56:09,0.13316,31.84516,3.28516,28.56000
2023-10-24 01:56:10,0.15590,33.28719,3.61719,29.67000
2023-10-24 01:56:11,0.14176,32.36281,3.63281,28.73000
2023-10-24 01:56:12,0.15990,32.78828,3.73828,29.05000
2023-10-24 01:56:13,0.15675,32.03735,3.77734,28.26000
2023-10-24 01:56:14,0.16170,33.39875,3.71875,29.68000
2023-10-24 01:56:15,0.15182,32.17609,3.74609,28.43000
2023-10-24 01:56:16,0.15385,32.14250,3.56250,28.58000
2023-10-24 01:56:17,0.17140,32.09797,3.66797,28.43000
2023-10-24 01:56:18,0.17836,32.15422,3.57422,28.58000
2023-10-24 01:56:19,0.15131,32.25969,3.67969,28.58000
2023-10-24 01:56:20,0.16909,32.55750,3.68750,28.87000
2023-10-24 01:56:22,0.16653,32.92266,3.72266,29.20000
2023-10-24 01:56:23,0.17750,32.09235,3.65234,28.44000
2023-10-24 01:56:24,0.16071,32.42735,3.52734,28.90000
2023-10-24 01:56:25,0.14661,32.04719,3.61719,28.43000
2023-10-24 01:56:26,0.17600,32.64938,3.60938,29.04000
2023-10-24 01:56:27,0.13384,31.91047,3.48047,28.43000
2023-10-24 01:56:28,0.14758,31.88922,3.44922,28.44000
2023-10-24 01:56:29,0.15469,32.24953,3.51953,28.73000
2023-10-24 01:56:30,0.15505,32.59922,3.69922,28.90000
2023-10-24 01:56:31,0.15437,32.35438,3.48438,28.87000
2023-10-24 01:56:32,0.16741,33.01813,3.82813,29.19000
2023-10-24 01:56:33,0.14141,32.12688,3.54688,28.58000
2023-10-24 01:56:34,0.17376,32.09172,3.51172,28.58000
2023-10-24 01:56:35,0.16304,32.18938,3.60938,28.58000
2023-10-24 01:56:36,0.16697,32.24562,3.51563,28.73000
2023-10-24 01:56:37,0.15545,33.23719,3.86719,29.37000
2023-10-24 01:56:38,0.15469,32.08781,3.50781,28.58000
2023-10-24 01:56:39,0.16015,32.24390,3.50391,28.74000
2023-10-24 01:56:40,0.15842,31.81125,3.53125,28.28000
2023-10-24 01:56:41,0.16651,32.11359,3.68359,28.43000
2023-10-24 01:56:42,0.15985,32.09953,3.51953,28.58000
2023-10-24 01:56:43,0.16425,31.95734,3.52734,28.43000
2023-10-24 01:56:44,0.14615,31.95172,3.51172,28.44000
2023-10-24 01:56:45,0.17563,32.78031,3.57031,29.21000
2023-10-24 01:56:46,0.15475,31.95516,3.53516,28.42000
2023-10-24 01:56:47,0.17762,32.07406,3.66406,28.41000
2023-10-24 01:56:48,0.15313,32.51094,3.46094,29.05000
2023-10-24 01:56:49,0.16365,32.08391,3.50391,28.58000
2023-10-24 01:56:50,0.17550,32.23781,3.50781,28.73000
2023-10-24 01:56:52,0.16495,32.24781,3.50781,28.74000
2023-10-24 01:56:53,0.19141,32.24406,3.66406,28.58000
2023-10-24 01:56:54,0.15365,32.04485,3.46484,28.58000
2023-10-24 01:56:55,0.16187,32.40875,3.21875,29.19000
2023-10-24 01:56:56,0.15332,32.47813,3.57813,28.90000
2023-10-24 01:56:57,0.15982,31.94125,3.53125,28.41000
2023-10-24 01:56:58,0.15462,32.31047,3.73047,28.58000
2023-10-24 01:56:59,0.16033,32.10344,3.52344,28.58000
2023-10-24 01:57:00,0.16772,32.08391,3.50391,28.58000
2023-10-24 01:57:01,0.16176,32.56781,3.50781,29.06000
2023-10-24 01:57:02,0.18462,32.94734,3.77734,29.17000
2023-10-24 01:57:03,0.15614,32.78812,3.57813,29.21000
2023-10-24 01:57:04,0.17470,32.11359,3.68359,28.43000
2023-10-24 01:57:05,0.18058,33.05703,3.70703,29.35000
2023-10-24 01:57:06,0.17829,33.09828,3.73828,29.36000
2023-10-24 01:57:07,0.15775,32.10969,3.67969,28.43000
2023-10-24 01:57:08,0.16410,31.91047,3.48047,28.43000
2023-10-24 01:57:09,0.18906,32.09953,3.51953,28.58000
2023-10-24 01:57:10,0.14933,32.40953,3.51953,28.89000
2023-10-24 01:57:11,0.16041,32.70828,3.48828,29.22000
2023-10-24 01:57:12,0.16862,32.70219,3.49219,29.21000
2023-10-24 01:57:13,0.16151,33.19000,3.50000,29.69000
2023-10-24 01:57:14,0.16388,32.74922,3.69922,29.05000
2023-10-24 01:57:15,0.16046,33.09203,3.58203,29.51000
2023-10-24 01:57:16,0.15595,32.15813,3.57813,28.58000
2023-10-24 01:57:17,0.14883,32.74860,3.55859,29.19000
2023-10-24 01:57:18,0.15499,32.05609,3.49609,28.56000
2023-10-24 01:57:19,0.15257,32.55563,3.51563,29.04000
2023-10-24 01:57:21,0.14614,32.86610,3.49609,29.37000
2023-10-24 01:57:22,0.13956,32.40562,3.51563,28.89000
2023-10-24 01:57:23,0.14625,32.87563,3.51563,29.36000
2023-10-24 01:57:24,0.12609,33.22703,3.70703,29.52000
2023-10-24 01:57:25,0.14082,32.54609,3.49609,29.05000
2023-10-24 01:57:26,0.13494,32.21437,3.48438,28.73000
2023-10-24 01:57:27,0.15845,32.99062,3.64063,29.35000
2023-10-24 01:57:28,0.18620,32.59109,3.87109,28.72000
2023-10-24 01:57:29,0.15511,32.72734,3.52734,29.20000
2023-10-24 01:57:30,0.15021,32.77813,3.57813,29.20000
2023-10-24 01:57:31,0.14876,32.57734,3.52734,29.05000
2023-10-24 01:57:32,0.15201,32.06047,3.48047,28.58000
2023-10-24 01:57:33,0.16330,32.24172,3.51172,28.73000
2023-10-24 01:57:34,0.15126,31.92828,3.48828,28.44000
2023-10-24 01:57:35,0.15136,32.37266,3.47266,28.90000
2023-10-24 01:57:36,0.16121,32.71625,3.65625,29.06000
2023-10-24 01:57:37,0.15639,32.38844,3.64844,28.74000
2023-10-24 01:57:38,0.16314,32.27531,3.69531,28.58000
2023-10-24 01:57:39,0.15443,32.22047,3.48047,28.74000
2023-10-24 01:57:40,0.15691,20.97203,3.33203,17.64000
2023-10-24 01:57:41,0.15169,32.24937,3.35938,28.89000
2023-10-24 01:57:42,0.17431,32.21500,3.62500,28.59000
2023-10-24 01:57:43,0.14468,32.23438,3.48438,28.75000
2023-10-24 01:57:44,0.13896,32.68266,3.47266,29.21000
2023-10-24 01:57:45,0.16413,32.87578,3.67578,29.20000
2023-10-24 01:57:46,0.13896,32.50703,3.45703,29.05000
2023-10-24 01:57:47,0.14558,32.09563,3.51563,28.58000
2023-10-24 01:57:49,0.16118,32.81344,3.77344,29.04000
2023-10-24 01:57:50,0.14005,32.06891,3.62891,28.44000
2023-10-24 01:57:51,0.16007,32.22125,3.78125,28.44000
2023-10-24 01:57:52,0.15372,32.72015,3.66016,29.06000
2023-10-24 01:57:53,0.14382,31.89094,3.46094,28.43000
2023-10-24 01:57:54,0.16976,32.11344,3.52344,28.59000
2023-10-24 01:57:55,0.17483,31.86547,3.60547,28.26000
2023-10-24 01:57:56,0.16667,32.56781,3.50781,29.06000
2023-10-24 01:57:57,0.14383,32.05484,3.46484,28.59000
2023-10-24 01:57:58,0.15209,32.40953,3.51953,28.89000
2023-10-24 01:57:59,0.16531,32.11906,3.53906,28.58000
2023-10-24 01:58:00,0.15391,32.20266,3.47266,28.73000
2023-10-24 01:58:01,0.16095,32.55219,3.49219,29.06000
2023-10-24 01:58:02,0.16294,32.12688,3.54688,28.58000
2023-10-24 01:58:03,0.14948,33.41844,3.89844,29.52000
2023-10-24 01:58:04,0.15620,32.60859,3.55859,29.05000
2023-10-24 01:58:05,0.15484,32.07610,3.49609,28.58000
2023-10-24 01:58:06,0.15210,32.69062,3.64063,29.05000
2023-10-24 01:58:07,0.15812,33.21531,3.69531,29.52000
2023-10-24 01:58:08,0.20087,33.90203,4.08203,29.82000
2023-10-24 01:58:09,0.17444,32.97203,4.08203,28.89000
2023-10-24 01:58:10,0.16827,33.93890,4.12891,29.81000
2023-10-24 01:58:11,0.15169,33.17094,3.96094,29.21000
2023-10-24 01:58:12,0.16003,33.23281,3.88281,29.35000
2023-10-24 01:58:13,0.16919,33.34031,3.82031,29.52000
2023-10-24 01:58:14,0.18613,33.20375,3.84375,29.36000
2023-10-24 01:58:15,0.16850,32.78781,3.75781,29.03000
2023-10-24 01:58:16,0.16918,32.42375,3.84375,28.58000
2023-10-24 01:58:18,0.14479,32.42359,3.68359,28.74000
2023-10-24 01:58:19,0.17702,33.14750,3.93750,29.21000
2023-10-24 01:58:20,0.14987,32.06672,3.63672,28.43000
2023-10-24 01:58:21,0.18455,33.16813,3.82813,29.34000
2023-10-24 01:58:22,0.16933,32.96328,3.61328,29.35000
2023-10-24 01:58:23,0.17857,32.94219,3.74219,29.20000
2023-10-24 01:58:24,0.17581,32.45875,3.71875,28.74000
2023-10-24 01:58:25,0.18596,32.47453,3.89453,28.58000
2023-10-24 01:58:26,0.19487,32.25922,3.69922,28.56000
2023-10-24 01:58:27,0.15767,47.64016,4.41016,43.23000
2023-10-24 01:58:28,0.18691,48.58469,5.05469,43.53000
2023-10-24 01:58:29,0.15884,46.61953,4.76953,41.85000
2023-10-24 01:58:30,0.18438,47.97672,4.88672,43.09000
2023-10-24 01:58:31,0.16091,47.75016,4.66016,43.09000
2023-10-24 01:58:32,0.16954,46.61156,4.60156,42.01000
2023-10-24 01:58:33,0.16014,46.94266,4.47266,42.47000
2023-10-24 01:58:34,0.15065,47.58219,4.49219,43.09000
2023-10-24 01:58:35,0.15027,47.29734,4.52734,42.77000
2023-10-24 01:58:36,0.15046,48.12312,4.70313,43.42000
2023-10-24 01:58:37,0.18091,47.22156,4.60156,42.62000
2023-10-24 01:58:38,0.15830,47.98812,4.57813,43.41000
2023-10-24 01:58:39,0.15149,47.11187,4.67188,42.44000
2023-10-24 01:58:40,0.15905,47.30953,4.51953,42.79000
2023-10-24 01:58:41,0.14667,47.82422,4.57422,43.25000
2023-10-24 01:58:42,0.15686,47.04031,4.57031,42.47000
2023-10-24 01:58:43,0.15804,47.46953,4.51953,42.95000
2023-10-24 01:58:44,0.16405,48.74703,4.70703,44.04000
2023-10-24 01:58:45,0.15190,47.30125,4.53125,42.77000
2023-10-24 01:58:46,0.14996,48.29219,4.74219,43.55000
2023-10-24 01:58:48,0.15574,47.46141,4.69141,42.77000
2023-10-24 01:58:49,0.14835,48.07797,4.66797,43.41000
2023-10-24 01:58:50,0.16803,47.17875,4.71875,42.46000
2023-10-24 01:58:51,0.16083,47.08906,4.78906,42.30000
2023-10-24 01:58:52,0.17768,47.46703,4.70703,42.76000
2023-10-24 01:58:53,0.16842,48.34672,4.63672,43.71000
2023-10-24 01:58:54,0.16004,48.62219,4.74219,43.88000
2023-10-24 01:58:55,0.15443,47.37156,4.60156,42.77000
2023-10-24 01:58:56,0.14947,47.17297,4.54297,42.63000
2023-10-24 01:58:57,0.17043,47.31141,4.69141,42.62000
2023-10-24 01:58:58,0.16652,47.48906,4.53906,42.95000
2023-10-24 01:58:59,0.16288,47.52110,4.62109,42.90000
2023-10-24 01:59:00,0.17593,48.31172,4.76172,43.55000
2023-10-24 01:59:01,0.16157,47.36828,4.73828,42.63000
2023-10-24 01:59:02,0.16533,46.97515,4.53516,42.44000
2023-10-24 01:59:03,0.14741,46.86078,4.55078,42.31000
2023-10-24 01:59:04,0.16927,47.99219,4.74219,43.25000
2023-10-24 01:59:05,0.15956,47.32516,4.53516,42.79000
2023-10-24 01:59:06,0.16596,48.02672,4.63672,43.39000
2023-10-24 01:59:07,0.15527,46.85859,4.55859,42.30000
2023-10-24 01:59:08,0.16427,47.00578,4.67578,42.33000
2023-10-24 01:59:09,0.15855,47.11844,4.64844,42.47000
2023-10-24 01:59:10,0.15204,47.49703,4.70703,42.79000
2023-10-24 01:59:11,0.16216,48.08469,4.55469,43.53000
2023-10-24 01:59:12,0.15598,40.18984,4.33984,35.85000
2023-10-24 01:59:14,0.17215,39.86734,4.02734,35.84000
2023-10-24 01:59:15,0.16812,34.00406,4.16406,29.84000
2023-10-24 01:59:16,0.17188,32.83719,3.61719,29.22000
2023-10-24 01:59:17,0.17449,32.60078,3.55078,29.05000
2023-10-24 01:59:18,0.15009,23.00797,3.16797,19.84000
2023-10-24 01:59:19,0.13863,32.44703,3.70703,28.74000
2023-10-24 01:59:20,0.15584,32.09172,3.51172,28.58000
2023-10-24 01:59:21,0.15579,32.30640,3.56641,28.74000
2023-10-24 01:59:22,0.14572,32.42125,3.53125,28.89000
2023-10-24 01:59:23,0.16957,33.42781,3.75781,29.67000
2023-10-24 01:59:24,0.18364,32.99734,3.77734,29.22000
2023-10-24 01:59:25,0.15051,33.18594,3.83594,29.35000
2023-10-24 01:59:26,0.16243,33.26765,4.09766,29.17000
2023-10-24 01:59:27,0.16436,32.51188,3.92188,28.59000
2023-10-24 01:59:28,0.18205,33.35359,3.68359,29.67000
2023-10-24 01:59:36,0.13509,48.99031,5.57031,43.42000
2023-10-24 01:59:38,0.11730,48.40406,4.66406,43.74000
2023-10-24 01:59:39,0.14811,48.44563,4.76563,43.68000
2023-10-24 01:59:40,0.00931,46.38484,4.21484,42.17000
2023-10-24 01:59:41,0.04351,46.39328,4.36328,42.03000
2023-10-24 01:59:42,0.12743,47.36844,5.39844,41.97000
2023-10-24 01:59:43,0.10051,47.28750,4.43750,42.85000
2023-10-24 01:59:44,0.19430,49.62422,5.82422,43.80000
2023-10-24 01:59:45,0.18250,48.80437,5.23438,43.57000
2023-10-24 01:59:46,0.17300,48.60125,5.03125,43.57000
2023-10-24 01:59:47,0.17741,49.00828,5.23828,43.77000
2023-10-24 01:59:48,0.17403,49.90781,5.50781,44.40000
2023-10-24 01:59:49,0.16379,48.21297,4.79297,43.42000
2023-10-24 01:59:50,0.16986,48.27687,5.04688,43.23000
2023-10-24 01:59:51,0.16239,48.74891,4.87891,43.87000
2023-10-24 01:59:52,0.17357,47.02141,4.69141,42.33000
2023-10-24 01:59:53,0.19084,48.37828,4.98828,43.39000
2023-10-24 01:59:54,0.17668,48.44062,4.89063,43.55000
2023-10-24 01:59:55,0.14101,47.53609,4.74609,42.79000
2023-10-24 01:59:56,0.15013,47.94531,4.69531,43.25000
2023-10-24 01:59:57,0.17678,48.72937,4.85938,43.87000
2023-10-24 01:59:58,0.16313,48.49859,4.80859,43.69000
2023-10-24 01:59:59,0.17162,47.89594,4.83594,43.06000
2023-10-24 02:00:00,0.16541,47.45984,4.83984,42.62000
2023-10-24 02:00:01,0.16779,48.14797,4.91797,43.23000
2023-10-24 02:00:02,0.15986,48.65125,4.78125,43.87000
2023-10-24 02:00:03,0.18352,47.81391,5.00391,42.81000
2023-10-24 02:00:04,0.17863,40.35390,4.50391,35.85000
2023-10-24 02:00:05,0.17450,39.64891,4.12891,35.52000
2023-10-24 02:00:06,0.16202,39.86016,4.16016,35.70000
2023-10-24 02:00:07,0.15477,32.85844,3.64844,29.21000
2023-10-24 02:00:08,0.18814,33.30141,3.94141,29.36000
2023-10-24 02:00:09,0.16560,24.35906,3.53906,20.82000
2023-10-24 02:00:10,0.16964,33.44391,3.75391,29.69000
2023-10-24 02:00:12,0.15612,32.38844,3.64844,28.74000
2023-10-24 02:00:13,0.16313,33.29953,3.76953,29.53000
2023-10-24 02:00:14,0.15949,32.93266,3.72266,29.21000
2023-10-24 02:00:15,0.17513,33.59016,3.91016,29.68000
2023-10-24 02:00:16,0.14868,33.00500,3.62500,29.38000
2023-10-24 02:00:17,0.14932,32.84406,3.66406,29.18000
2023-10-24 02:00:18,0.15938,34.16563,4.01563,30.15000
2023-10-24 02:00:19,0.17502,33.19984,3.83984,29.36000
2023-10-24 02:00:20,0.17104,32.32766,3.59766,28.73000
2023-10-24 02:00:21,0.16073,32.58125,3.53125,29.05000
2023-10-24 02:00:22,0.16519,32.58922,3.69922,28.89000
2023-10-24 02:00:23,0.14890,33.07641,3.56641,29.51000
2023-10-24 02:00:24,0.15672,33.43391,3.75391,29.68000
2023-10-24 02:00:25,0.16723,33.36547,3.85547,29.51000
2023-10-24 02:00:26,0.17455,33.34625,3.65625,29.69000
2023-10-24 02:00:27,0.19099,32.98563,3.76563,29.22000
