element_camara_on_date,element_camara_on_cpu_utilization,element_camara_on_total_power,element_camara_on_cpu_power,element_camara_on_gpu_power
2023-10-24 01:29:47,0.16776,47.30297,4.54297,42.76000
2023-10-24 01:29:48,0.15263,47.67641,4.56641,43.11000
2023-10-24 01:29:50,0.15467,47.33735,4.52734,42.81000
2023-10-24 01:29:51,0.16334,46.52297,4.54297,41.98000
2023-10-24 01:29:52,0.15838,46.87250,4.56250,42.31000
2023-10-24 01:29:53,0.15483,46.83906,4.53906,42.30000
2023-10-24 01:29:54,0.15346,46.96391,4.50391,42.46000
2023-10-24 01:29:55,0.16697,47.62516,4.53516,43.09000
2023-10-24 01:29:56,0.15046,47.34859,4.55859,42.79000
2023-10-24 01:29:57,0.18023,48.07797,4.66797,43.41000
2023-10-24 01:29:58,0.16504,46.84125,4.53125,42.31000
2023-10-24 01:29:59,0.13142,47.21984,4.58984,42.63000
2023-10-24 01:30:00,0.17675,48.25906,4.53906,43.72000
2023-10-24 01:30:01,0.15050,46.96000,4.50000,42.46000
2023-10-24 01:30:02,0.16981,47.48078,4.55078,42.93000
2023-10-24 01:30:03,0.17138,47.66469,4.55469,43.11000
2023-10-24 01:30:04,0.17202,47.46563,4.51563,42.95000
2023-10-24 01:30:05,0.16667,40.45110,4.12109,36.33000
2023-10-24 01:30:06,0.15717,39.90469,4.05469,35.85000
2023-10-24 01:30:07,0.15273,32.61063,3.89063,28.72000
2023-10-24 01:30:08,0.15879,32.58516,3.53516,29.05000
2023-10-24 01:30:09,0.15199,32.57172,3.51172,29.06000
2023-10-24 01:30:10,0.15599,20.99891,2.87891,18.12000
2023-10-24 01:30:11,0.17806,21.60750,2.68750,18.92000
2023-10-24 01:30:12,0.16399,18.58891,2.62891,15.96000
2023-10-24 01:30:14,0.18767,18.24156,2.60156,15.64000
2023-10-24 01:30:15,0.18354,44.96578,3.42578,41.54000
2023-10-24 01:30:16,0.18878,46.83516,4.53516,42.30000
2023-10-24 01:30:17,0.17297,47.32516,4.53516,42.79000
2023-10-24 01:30:18,0.15700,47.41047,4.48047,42.93000
2023-10-24 01:30:19,0.15586,47.21594,4.58594,42.63000
2023-10-24 01:30:20,0.17019,47.58656,4.47656,43.11000
2023-10-24 01:30:21,0.16474,47.19250,4.56250,42.63000
2023-10-24 01:30:22,0.17627,46.66000,4.50000,42.16000
2023-10-24 01:30:23,0.16597,46.95828,4.48828,42.47000
2023-10-24 01:30:24,0.16847,47.02469,4.55469,42.47000
2023-10-24 01:30:25,0.15986,46.83906,4.53906,42.30000
2023-10-24 01:30:26,0.18845,47.02078,4.55078,42.47000
2023-10-24 01:30:27,0.16582,47.92562,4.51563,43.41000
2023-10-24 01:30:28,0.17067,47.02469,4.55469,42.47000
2023-10-24 01:30:29,0.17978,47.17422,4.57422,42.60000
2023-10-24 01:30:30,0.16727,47.20422,4.57422,42.63000
2023-10-24 01:30:31,0.15109,46.52734,4.52734,42.00000
2023-10-24 01:30:32,0.15454,47.04031,4.57031,42.47000
2023-10-24 01:30:33,0.17502,48.07219,4.49219,43.58000
2023-10-24 01:30:34,0.18831,46.54297,4.54297,42.00000
2023-10-24 01:30:35,0.14897,46.52609,4.49609,42.03000
2023-10-24 01:30:36,0.16636,46.88469,4.55469,42.33000
2023-10-24 01:30:37,0.15201,47.29000,4.50000,42.79000
2023-10-24 01:30:38,0.16682,47.00531,4.69531,42.31000
2023-10-24 01:30:39,0.14783,47.83469,4.55469,43.28000
2023-10-24 01:30:40,0.15667,46.70125,4.53125,42.17000
2023-10-24 01:30:42,0.16815,46.86562,4.51563,42.35000
2023-10-24 01:30:43,0.14249,46.51000,4.50000,42.01000
2023-10-24 01:30:44,0.15427,46.86469,4.55469,42.31000
2023-10-24 01:30:45,0.16997,46.53516,4.53516,42.00000
2023-10-24 01:30:46,0.15833,47.48906,4.53906,42.95000
2023-10-24 01:30:47,0.16187,47.16297,4.54297,42.62000
2023-10-24 01:30:48,0.17599,47.55172,4.76172,42.79000
2023-10-24 01:30:49,0.16952,46.85859,4.55859,42.30000
2023-10-24 01:30:50,0.16515,47.14344,4.52344,42.62000
2023-10-24 01:30:51,0.17208,47.82031,4.57031,43.25000
2023-10-24 01:30:52,0.15031,47.92516,4.53516,43.39000
2023-10-24 01:30:53,0.14636,47.14344,4.52344,42.62000
2023-10-24 01:30:54,0.16132,47.47344,4.52344,42.95000
2023-10-24 01:30:55,0.15157,47.84813,4.57813,43.27000
2023-10-24 01:30:56,0.16810,47.45734,4.52734,42.93000
2023-10-24 01:30:57,0.18037,40.39297,4.54297,35.85000
2023-10-24 01:30:58,0.17023,40.21469,4.05469,36.16000
2023-10-24 01:30:59,0.16960,40.20469,4.05469,36.15000
2023-10-24 01:31:00,0.16547,32.73375,3.84375,28.89000
2023-10-24 01:31:01,0.14894,32.42516,3.53516,28.89000
2023-10-24 01:31:02,0.16265,32.76078,3.55078,29.21000
2023-10-24 01:31:03,0.15657,19.89266,2.72266,17.17000
2023-10-24 01:31:04,0.16466,22.19844,2.64844,19.55000
2023-10-24 01:31:05,0.16223,16.85062,2.64063,14.21000
2023-10-24 01:31:07,0.18376,17.62547,2.60547,15.02000
2023-10-24 01:31:08,0.16891,17.42422,2.57422,14.85000
2023-10-24 01:31:09,0.15638,17.68563,2.51563,15.17000
2023-10-24 01:31:10,0.15477,17.28547,2.60547,14.68000
2023-10-24 01:31:11,0.18190,17.61156,2.60156,15.01000
2023-10-24 01:31:12,0.17690,17.26203,2.58203,14.68000
2023-10-24 01:31:13,0.17886,17.75984,2.58984,15.17000
2023-10-24 01:31:14,0.17005,16.14078,2.55078,13.59000
2023-10-24 01:31:15,0.16537,16.29250,2.56250,13.73000
2023-10-24 01:31:16,0.14371,18.33125,2.53125,15.80000
2023-10-24 01:31:17,0.17780,18.38594,2.58594,15.80000
2023-10-24 01:31:18,0.18863,17.22906,2.53906,14.69000
2023-10-24 01:31:19,0.16760,17.63109,2.62109,15.01000
2023-10-24 01:31:20,0.17226,18.06203,2.58203,15.48000
2023-10-24 01:31:21,0.16526,17.58203,2.58203,15.00000
2023-10-24 01:31:22,0.16093,18.34297,2.54297,15.80000
2023-10-24 01:31:23,0.17257,16.31594,2.58594,13.73000
2023-10-24 01:31:24,0.16752,18.42719,2.61719,15.81000
2023-10-24 01:31:25,0.18739,17.27203,2.58203,14.69000
2023-10-24 01:31:26,0.16576,16.64203,2.58203,14.06000
2023-10-24 01:31:27,0.16044,17.71297,2.54297,15.17000
2023-10-24 01:31:28,0.16971,17.75203,2.58203,15.17000
2023-10-24 01:31:29,0.18460,18.37375,2.59375,15.78000
2023-10-24 01:31:30,0.16988,16.93078,2.55078,14.38000
2023-10-24 01:31:31,0.15822,18.09719,2.61719,15.48000
2023-10-24 01:31:33,0.17080,18.05031,2.57031,15.48000
2023-10-24 01:31:34,0.15561,17.38297,2.54297,14.84000
2023-10-24 01:31:35,0.16491,17.25250,2.56250,14.69000
2023-10-24 01:31:36,0.16067,17.30328,2.61328,14.69000
2023-10-24 01:31:37,0.16179,17.87469,2.55469,15.32000
2023-10-24 01:31:38,0.16377,17.74156,2.60156,15.14000
2023-10-24 01:31:39,0.16379,17.56859,2.55859,15.01000
2023-10-24 01:31:40,0.15953,16.21672,2.63672,13.58000
2023-10-24 01:31:41,0.15507,17.89812,2.57813,15.32000
2023-10-24 01:31:42,0.16485,17.76766,2.59766,15.17000
2023-10-24 01:31:43,0.16065,17.54516,2.53516,15.01000
2023-10-24 01:31:44,0.16000,18.27891,2.62891,15.65000
2023-10-24 01:31:45,0.15952,18.19250,2.56250,15.63000
2023-10-24 01:31:46,0.17229,17.95281,2.63281,15.32000
2023-10-24 01:31:47,0.16044,17.29156,2.60156,14.69000
2023-10-24 01:31:48,0.17557,16.20109,2.62109,13.58000
2023-10-24 01:31:49,0.17407,18.24547,2.60547,15.64000
2023-10-24 01:31:50,0.16396,18.17125,2.53125,15.64000
2023-10-24 01:31:51,0.18264,17.26422,2.57422,14.69000
2023-10-24 01:31:52,0.16365,17.39516,2.53516,14.86000
2023-10-24 01:31:53,0.17435,15.84203,2.58203,13.26000
2023-10-24 01:31:54,0.17140,17.21953,2.51953,14.70000
2023-10-24 01:31:55,0.16370,18.27109,2.62109,15.65000
2023-10-24 01:31:56,0.15417,18.82078,2.55078,16.27000
2023-10-24 01:31:58,0.16923,17.61328,2.61328,15.00000
2023-10-24 01:31:59,0.16313,17.25250,2.56250,14.69000
2023-10-24 01:32:00,0.16314,18.25328,2.61328,15.64000
2023-10-24 01:32:01,0.17391,17.90203,2.58203,15.32000
2023-10-24 01:32:02,0.15008,17.71297,2.54297,15.17000
2023-10-24 01:32:03,0.16483,17.84734,2.52734,15.32000
2023-10-24 01:32:04,0.15628,17.54906,2.53906,15.01000
2023-10-24 01:32:05,0.17564,18.02297,2.54297,15.48000
2023-10-24 01:32:06,0.16107,18.21641,2.56641,15.65000
2023-10-24 01:32:07,0.16526,17.84172,2.51172,15.33000
2023-10-24 01:32:08,0.15051,18.15953,2.51953,15.64000
2023-10-24 01:32:09,0.15932,17.67391,2.50391,15.17000
2023-10-24 01:32:10,0.15385,18.18687,2.54688,15.64000
2023-10-24 01:32:11,0.14731,17.08297,2.54297,14.54000
2023-10-24 01:32:12,0.16014,17.68953,2.51953,15.17000
2023-10-24 01:32:13,0.16441,17.87297,2.54297,15.33000
2023-10-24 01:32:14,0.16159,16.74344,2.52344,14.22000
2023-10-24 01:32:15,0.15128,17.39297,2.54297,14.85000
2023-10-24 01:32:16,0.15638,17.37516,2.53516,14.84000
2023-10-24 01:32:17,0.15294,18.20641,2.56641,15.64000
2023-10-24 01:32:18,0.16359,17.56078,2.55078,15.01000
2023-10-24 01:32:19,0.15936,16.16203,2.58203,13.58000
2023-10-24 01:32:20,0.16976,44.77828,3.23828,41.54000
2023-10-24 01:32:22,0.14975,46.88797,4.41797,42.47000
2023-10-24 01:32:23,0.15560,46.96781,4.50781,42.46000
2023-10-24 01:32:24,0.15511,46.62484,4.46484,42.16000
2023-10-24 01:32:25,0.17014,46.62094,4.46094,42.16000
2023-10-24 01:32:26,0.17158,46.13703,4.45703,41.68000
2023-10-24 01:32:27,0.15709,47.53578,4.42578,43.11000
2023-10-24 01:32:28,0.16233,47.13172,4.51172,42.62000
2023-10-24 01:32:29,0.17774,39.46235,4.40234,35.06000
2023-10-24 01:32:30,0.15761,39.28641,4.06641,35.22000
2023-10-24 01:32:31,0.17368,38.76516,4.03516,34.73000
2023-10-24 01:32:32,0.16922,32.40953,3.51953,28.89000
2023-10-24 01:32:33,0.14515,31.89266,3.47266,28.42000
2023-10-24 01:32:34,0.16827,23.22875,3.21875,20.01000
2023-10-24 01:32:35,0.16998,33.10406,3.91406,29.19000
2023-10-24 01:32:36,0.17880,32.24172,3.51172,28.73000
2023-10-24 01:32:37,0.18677,32.87750,3.68750,29.19000
2023-10-24 01:32:38,0.15306,32.64766,3.59766,29.05000
2023-10-24 01:32:39,0.16079,32.39953,3.51953,28.88000
2023-10-24 01:32:40,0.17029,32.45110,3.87109,28.58000
2023-10-24 01:32:41,0.16068,32.06828,3.48828,28.58000
2023-10-24 01:32:42,0.15209,32.41344,3.52344,28.89000
2023-10-24 01:32:43,0.14962,32.45250,3.56250,28.89000
2023-10-24 01:32:44,0.16143,32.87734,3.52734,29.35000
2023-10-24 01:32:45,0.16879,32.48985,3.58984,28.90000
2023-10-24 01:32:46,0.15254,32.20266,3.47266,28.73000
2023-10-24 01:32:48,0.15049,32.51875,3.46875,29.05000
2023-10-24 01:32:49,0.15182,32.04094,3.46094,28.58000
2023-10-24 01:32:50,0.15273,32.27297,3.54297,28.73000
2023-10-24 01:32:51,0.15146,32.08781,3.50781,28.58000
2023-10-24 01:32:52,0.15649,32.22781,3.50781,28.72000
2023-10-24 01:32:53,0.15230,32.22219,3.49219,28.73000
2023-10-24 01:32:54,0.14852,32.68094,3.46094,29.22000
2023-10-24 01:32:55,0.19946,32.70750,3.68750,29.02000
2023-10-24 01:32:56,0.17073,32.38000,3.50000,28.88000
2023-10-24 01:32:57,0.15942,32.51281,3.63281,28.88000
2023-10-24 01:32:58,0.16214,32.00031,3.57031,28.43000
2023-10-24 01:32:59,0.15803,31.89094,3.46094,28.43000
2023-10-24 01:33:00,0.15838,32.21656,3.47656,28.74000
2023-10-24 01:33:01,0.13875,31.82859,3.55859,28.27000
2023-10-24 01:33:02,0.15203,32.22437,3.48438,28.74000
2023-10-24 01:33:03,0.15436,32.38219,3.49219,28.89000
2023-10-24 01:33:04,0.14962,32.33156,3.60156,28.73000
2023-10-24 01:33:05,0.14419,32.07219,3.49219,28.58000
2023-10-24 01:33:14,0.00598,45.96891,4.12891,41.84000
2023-10-24 01:33:15,0.01174,45.97281,4.13281,41.84000
2023-10-24 01:33:16,0.00616,45.84063,4.14063,41.70000
2023-10-24 01:33:17,0.01031,46.06875,4.21875,41.85000
2023-10-24 01:33:18,0.03912,46.39250,4.31250,42.08000
2023-10-24 01:33:19,0.12996,47.18844,5.39844,41.79000
2023-10-24 01:33:20,0.09269,39.38297,4.04297,35.34000
2023-10-24 01:33:21,0.19108,41.09922,4.94922,36.15000
2023-10-24 01:33:22,0.15352,34.72281,4.88281,29.84000
2023-10-24 01:33:23,0.15093,33.15719,4.11719,29.04000
2023-10-24 01:33:24,0.18197,33.81469,4.05469,29.76000
2023-10-24 01:33:25,0.16764,32.63141,4.19141,28.44000
2023-10-24 01:33:26,0.14937,31.90656,3.47656,28.43000
2023-10-24 01:33:27,0.15794,31.91438,3.48438,28.43000
2023-10-24 01:33:28,0.15365,31.96344,3.52344,28.44000
2023-10-24 01:33:29,0.17716,33.55031,3.57031,29.98000
2023-10-24 01:33:30,0.19017,32.25188,3.67188,28.58000
2023-10-24 01:33:31,0.17531,31.96344,3.52344,28.44000
2023-10-24 01:33:32,0.17285,32.09563,3.51563,28.58000
2023-10-24 01:33:33,0.15502,32.40562,3.51563,28.89000
2023-10-24 01:33:34,0.15249,32.37047,3.48047,28.89000
2023-10-24 01:33:35,0.15482,32.52094,3.46094,29.06000
2023-10-24 01:33:36,0.15190,32.38828,3.48828,28.90000
2023-10-24 01:33:37,0.15325,31.87703,3.45703,28.42000
2023-10-24 01:33:38,0.13095,32.64594,3.58594,29.06000
2023-10-24 01:33:39,0.13884,32.20484,3.46484,28.74000
2023-10-24 01:33:40,0.14562,32.37437,3.48438,28.89000
2023-10-24 01:33:41,0.18392,32.14078,3.55078,28.59000
2023-10-24 01:33:43,0.14758,32.20484,3.46484,28.74000
2023-10-24 01:33:44,0.14310,32.18094,3.46094,28.72000
2023-10-24 01:33:45,0.15646,32.53265,3.47266,29.06000
2023-10-24 01:33:46,0.15541,32.65922,3.44922,29.21000
2023-10-24 01:33:47,0.14298,31.88313,3.45313,28.43000
2023-10-24 01:33:48,0.13922,32.53265,3.47266,29.06000
2023-10-24 01:33:49,0.15090,32.53437,3.48438,29.05000
2023-10-24 01:33:50,0.16118,32.09391,3.50391,28.59000
2023-10-24 01:33:51,0.13752,32.35875,3.46875,28.89000
2023-10-24 01:33:52,0.16552,32.20094,3.46094,28.74000
2023-10-24 01:33:53,0.15780,32.09953,3.51953,28.58000
2023-10-24 01:33:54,0.16271,32.23391,3.50391,28.73000
2023-10-24 01:33:55,0.16467,32.53828,3.48828,29.05000
2023-10-24 01:33:56,0.14953,32.48922,3.44922,29.04000
2023-10-24 01:33:57,0.15996,32.40781,3.50781,28.90000
2023-10-24 01:33:58,0.17148,32.25344,3.52344,28.73000
2023-10-24 01:33:59,0.17269,32.24562,3.51563,28.73000
2023-10-24 01:34:00,0.14872,32.40000,3.50000,28.90000
2023-10-24 01:34:01,0.15210,32.23000,3.50000,28.73000
2023-10-24 01:34:02,0.15392,32.11125,3.53125,28.58000
2023-10-24 01:34:03,0.15297,32.38438,3.48438,28.90000
2023-10-24 01:34:04,0.13820,32.34531,3.44531,28.90000
2023-10-24 01:34:05,0.16559,32.24390,3.50391,28.74000
2023-10-24 01:34:06,0.20382,32.92047,3.73047,29.19000
2023-10-24 01:34:08,0.18435,32.53625,3.65625,28.88000
2023-10-24 01:34:09,0.15693,32.37828,3.48828,28.89000
2023-10-24 01:34:10,0.15030,32.51875,3.46875,29.05000
2023-10-24 01:34:11,0.14578,22.15984,3.08984,19.07000
2023-10-24 01:34:12,0.17876,21.77875,2.71875,19.06000
2023-10-24 01:34:13,0.17541,21.47656,2.72656,18.75000
2023-10-24 01:34:14,0.16283,18.12062,2.64063,15.48000
2023-10-24 01:34:15,0.18835,17.99406,2.66406,15.33000
2023-10-24 01:34:16,0.15780,18.21031,2.57031,15.64000
2023-10-24 01:34:17,0.15901,17.89297,3.04297,14.85000
2023-10-24 01:34:18,0.16304,18.23766,2.59766,15.64000
2023-10-24 01:34:19,0.18335,17.24078,2.55078,14.69000
2023-10-24 01:34:20,0.17457,19.46422,2.57422,16.89000
2023-10-24 01:34:21,0.16017,46.37859,4.55859,41.82000
2023-10-24 01:34:22,0.14805,46.31266,4.47266,41.84000
2023-10-24 01:34:23,0.13955,46.59703,4.45703,42.14000
2023-10-24 01:34:24,0.14508,46.92703,4.45703,42.47000
2023-10-24 01:34:25,0.15217,47.94906,4.53906,43.41000
2023-10-24 01:34:26,0.17937,46.77703,4.95703,41.82000
2023-10-24 01:34:27,0.16483,47.27625,4.65625,42.62000
2023-10-24 01:34:28,0.16968,46.53141,4.69141,41.84000
2023-10-24 01:34:29,0.16014,46.78656,4.47656,42.31000
2023-10-24 01:34:30,0.15663,46.62484,4.46484,42.16000
2023-10-24 01:34:31,0.16118,47.66985,4.58984,43.08000
2023-10-24 01:34:33,0.14358,46.37531,4.69531,41.68000
2023-10-24 01:34:34,0.15728,46.60922,4.44922,42.16000
2023-10-24 01:34:35,0.15339,46.62828,4.48828,42.14000
2023-10-24 01:34:36,0.14684,47.45047,4.48047,42.97000
2023-10-24 01:34:37,0.16877,48.50672,4.63672,43.87000
2023-10-24 01:34:38,0.16275,48.83109,5.12109,43.71000
2023-10-24 01:34:39,0.15665,47.01750,4.68750,42.33000
2023-10-24 01:34:40,0.15701,48.51281,4.63281,43.88000
2023-10-24 01:34:41,0.15522,47.87641,4.81641,43.06000
2023-10-24 01:34:42,0.17836,46.79562,4.76563,42.03000
2023-10-24 01:34:43,0.16031,48.72141,4.69141,44.03000
2023-10-24 01:34:44,0.16424,47.13078,4.80078,42.33000
2023-10-24 01:34:45,0.15325,46.55687,4.54688,42.01000
2023-10-24 01:34:46,0.16146,46.69359,4.68359,42.01000
2023-10-24 01:34:47,0.15448,48.72688,4.54688,44.18000
2023-10-24 01:34:48,0.17080,47.93312,4.70313,43.23000
2023-10-24 01:34:49,0.18141,48.21469,4.80469,43.41000
2023-10-24 01:34:50,0.18538,46.94453,4.64453,42.30000
2023-10-24 01:34:51,0.16423,47.31141,4.69141,42.62000
2023-10-24 01:34:52,0.17793,46.98750,4.68750,42.30000
2023-10-24 01:34:53,0.14177,48.72016,4.66016,44.06000
2023-10-24 01:34:54,0.16088,47.10281,4.63281,42.47000
2023-10-24 01:34:55,0.15731,48.38469,5.05469,43.33000
2023-10-24 01:34:56,0.15565,48.45234,4.90234,43.55000
2023-10-24 01:34:57,0.16427,47.20891,4.87891,42.33000
2023-10-24 01:34:58,0.16230,48.77828,4.73828,44.04000
2023-10-24 01:34:59,0.17632,48.19250,4.81250,43.38000
2023-10-24 01:35:00,0.16050,41.09391,5.00391,36.09000
2023-10-24 01:35:01,0.17227,40.56250,4.56250,36.00000
2023-10-24 01:35:02,0.14731,41.35516,4.78516,36.57000
2023-10-24 01:35:04,0.15216,32.67922,3.94922,28.73000
2023-10-24 01:35:05,0.16596,32.87578,3.67578,29.20000
2023-10-24 01:35:06,0.15970,33.34813,3.82813,29.52000
2023-10-24 01:35:07,0.15241,32.90656,3.22656,29.68000
2023-10-24 01:35:08,0.16234,34.00766,3.84766,30.16000
2023-10-24 01:35:09,0.16932,33.96859,3.80859,30.16000
2023-10-24 01:35:10,0.15794,33.57438,3.73438,29.84000
2023-10-24 01:35:11,0.15812,32.89922,3.69922,29.20000
2023-10-24 01:35:12,0.15895,32.68687,3.79688,28.89000
2023-10-24 01:35:13,0.14937,33.15641,3.81641,29.34000
2023-10-24 01:35:14,0.19264,33.36140,3.69141,29.67000
2023-10-24 01:35:15,0.15475,32.87031,3.82031,29.05000
2023-10-24 01:35:16,0.16297,33.27953,3.76953,29.51000
2023-10-24 01:35:17,0.16751,32.92875,3.71875,29.21000
2023-10-24 01:35:18,0.13571,32.82719,3.61719,29.21000
2023-10-24 01:35:19,0.15260,33.63625,3.65625,29.98000
2023-10-24 01:35:20,0.16105,33.64859,3.80859,29.84000
2023-10-24 01:35:21,0.15088,33.17250,3.81250,29.36000
2023-10-24 01:35:22,0.16198,32.79125,3.78125,29.01000
2023-10-24 01:35:23,0.15874,33.01984,3.83984,29.18000
2023-10-24 01:35:24,0.16788,32.40015,3.66016,28.74000
2023-10-24 01:35:25,0.15751,32.95047,3.73047,29.22000
2023-10-24 01:35:26,0.16880,32.65562,3.76563,28.89000
2023-10-24 01:35:27,0.15059,33.92125,3.78125,30.14000
2023-10-24 01:35:28,0.15420,33.05391,4.00391,29.05000
2023-10-24 01:35:29,0.15013,33.20375,3.84375,29.36000
2023-10-24 01:35:30,0.14322,33.73406,3.91406,29.82000
2023-10-24 01:35:31,0.14443,33.20422,3.82422,29.38000
2023-10-24 01:35:32,0.15203,33.31922,3.94922,29.37000
2023-10-24 01:35:33,0.15437,32.22281,3.63281,28.59000
2023-10-24 01:35:34,0.13564,32.79453,3.89453,28.90000
2023-10-24 01:35:36,0.16596,33.17062,3.64063,29.53000
2023-10-24 01:35:37,0.17839,33.06719,3.86719,29.20000
2023-10-24 01:35:38,0.16682,32.67109,3.62109,29.05000
2023-10-24 01:35:39,0.18107,33.80656,3.97656,29.83000
2023-10-24 01:35:40,0.19923,32.66172,3.76172,28.90000
2023-10-24 01:35:41,0.15830,33.26219,3.74219,29.52000
2023-10-24 01:35:42,0.17557,33.66766,3.84766,29.82000
2023-10-24 01:35:43,0.15594,33.03375,3.84375,29.19000
2023-10-24 01:35:44,0.17175,33.63250,3.81250,29.82000
2023-10-24 01:35:45,0.17527,32.76719,3.86719,28.90000
2023-10-24 01:35:46,0.17023,32.85281,3.63281,29.22000
2023-10-24 01:35:47,0.16319,32.65953,3.76953,28.89000
2023-10-24 01:35:48,0.16228,33.00453,3.64453,29.36000
2023-10-24 01:35:49,0.16242,32.37297,3.79297,28.58000
2023-10-24 01:35:50,0.16359,32.59141,3.69141,28.90000
2023-10-24 01:35:51,0.16410,33.33641,3.81641,29.52000
2023-10-24 01:35:52,0.16854,19.79797,3.41797,16.38000
2023-10-24 01:35:53,0.16582,32.55953,3.51953,29.04000
2023-10-24 01:35:54,0.15886,33.35390,4.00391,29.35000
2023-10-24 01:35:55,0.14738,32.87938,3.85938,29.02000
2023-10-24 01:35:56,0.16515,33.10234,3.90234,29.20000
2023-10-24 01:35:57,0.18240,32.83922,3.94922,28.89000
2023-10-24 01:35:58,0.17675,32.20500,3.62500,28.58000
2023-10-24 01:35:59,0.15971,32.22281,3.63281,28.59000
2023-10-24 01:36:00,0.17566,32.16438,3.73438,28.43000
2023-10-24 01:36:01,0.16742,32.98563,3.76563,29.22000
2023-10-24 01:36:02,0.16332,32.19281,3.63281,28.56000
2023-10-24 01:36:03,0.14298,32.56422,3.82422,28.74000
2023-10-24 01:36:04,0.16346,33.03016,3.66016,29.37000
2023-10-24 01:36:05,0.17616,32.34797,3.91797,28.43000
2023-10-24 01:36:06,0.15701,32.05266,3.47266,28.58000
2023-10-24 01:36:07,0.14455,32.65500,3.62500,29.03000
2023-10-24 01:36:08,0.14601,33.17031,3.82031,29.35000
2023-10-24 01:36:10,0.15520,32.37281,3.63281,28.74000
2023-10-24 01:36:11,0.15552,33.11391,3.75391,29.36000
2023-10-24 01:36:12,0.16459,32.79078,4.05078,28.74000
2023-10-24 01:36:13,0.17314,33.00453,3.64453,29.36000
2023-10-24 01:36:14,0.14841,32.64219,3.74219,28.90000
2023-10-24 01:36:15,0.16053,32.62375,3.59375,29.03000
2023-10-24 01:36:16,0.16667,33.21891,3.87891,29.34000
2023-10-24 01:36:17,0.17466,32.30453,3.89453,28.41000
2023-10-24 01:36:18,0.16996,33.17062,3.64063,29.53000
2023-10-24 01:36:19,0.16076,32.47984,3.58984,28.89000
2023-10-24 01:36:20,0.14835,33.33047,3.98047,29.35000
2023-10-24 01:36:21,0.15709,32.54797,3.66797,28.88000
2023-10-24 01:36:22,0.15728,33.35750,3.68750,29.67000
2023-10-24 01:36:23,0.15234,32.43516,3.53516,28.90000
2023-10-24 01:36:24,0.15371,33.19594,3.83594,29.36000
2023-10-24 01:36:25,0.16541,32.43875,3.71875,28.72000
2023-10-24 01:36:26,0.16667,33.28953,3.76953,29.52000
2023-10-24 01:36:27,0.13591,33.47109,4.12109,29.35000
2023-10-24 01:36:28,0.16102,32.24016,3.66016,28.58000
2023-10-24 01:36:29,0.14104,32.32594,3.58594,28.74000
2023-10-24 01:36:30,0.15675,32.05109,3.62109,28.43000
2023-10-24 01:36:31,0.14827,32.74547,3.85547,28.89000
2023-10-24 01:36:32,0.15670,32.18797,3.91797,28.27000
2023-10-24 01:36:33,0.15533,33.07313,3.70313,29.37000
2023-10-24 01:36:34,0.14827,32.94234,3.90234,29.04000
2023-10-24 01:36:35,0.14032,32.71406,3.66406,29.05000
2023-10-24 01:36:36,0.16170,32.74922,3.69922,29.05000
2023-10-24 01:36:37,0.15372,32.04719,3.61719,28.43000
2023-10-24 01:36:38,0.16637,33.35375,3.84375,29.51000
2023-10-24 01:36:39,0.16148,33.38453,3.89453,29.49000
2023-10-24 01:36:41,0.16999,33.36610,3.99609,29.37000
2023-10-24 01:36:42,0.17557,33.36219,3.99219,29.37000
2023-10-24 01:36:43,0.19087,32.43703,3.70703,28.73000
2023-10-24 01:36:44,0.17932,32.14875,3.71875,28.43000
2023-10-24 01:36:45,0.15960,32.86938,3.85938,29.01000
2023-10-24 01:36:46,0.15346,33.75359,3.93359,29.82000
2023-10-24 01:36:47,0.16511,33.05156,3.85156,29.20000
2023-10-24 01:36:48,0.17235,33.30312,3.95313,29.35000
2023-10-24 01:36:49,0.18043,33.26234,3.90234,29.36000
2023-10-24 01:36:50,0.16067,33.63156,4.10156,29.53000
2023-10-24 01:36:51,0.16299,32.94078,4.05078,28.89000
2023-10-24 01:36:52,0.17046,33.29359,3.93359,29.36000
2023-10-24 01:36:53,0.14431,32.22063,3.64063,28.58000
2023-10-24 01:36:54,0.15247,32.31031,3.57031,28.74000
2023-10-24 01:36:55,0.15932,32.73187,3.67188,29.06000
2023-10-24 01:36:56,0.18374,32.90656,3.72656,29.18000
2023-10-24 01:36:57,0.15365,32.35719,3.61719,28.74000
2023-10-24 01:36:58,0.15956,32.38062,3.64063,28.74000
2023-10-24 01:36:59,0.15696,32.17375,3.59375,28.58000
2023-10-24 01:37:00,0.14771,32.57922,3.69922,28.88000
2023-10-24 01:37:01,0.15131,32.69859,3.80859,28.89000
2023-10-24 01:37:02,0.15678,33.00282,3.63281,29.37000
2023-10-24 01:37:03,0.15756,32.74469,3.55469,29.19000
2023-10-24 01:37:04,0.16838,32.19672,3.63672,28.56000
2023-10-24 01:37:05,0.17620,32.48000,3.75000,28.73000
2023-10-24 01:37:06,0.16595,33.59016,3.91016,29.68000
2023-10-24 01:37:07,0.17175,32.42531,3.69531,28.73000
2023-10-24 01:37:08,0.15221,32.39984,3.83984,28.56000
2023-10-24 01:37:09,0.16478,33.43219,3.74219,29.69000
2023-10-24 01:37:10,0.14873,33.01109,4.12109,28.89000
2023-10-24 01:37:12,0.16723,33.04140,3.69141,29.35000
